"범죄별(1)",범죄별(2),범죄별(3),2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016
"범죄별(1)",범죄별(2),범죄별(3),합계,남,남,남,남,남,남,남,남,남,남,남,여,여,여,여,여,여,여,여,여,여,여,미상
"범죄별(1)",범죄별(2),범죄별(3),계,계,6세 이하,12세 이하,15세 이하,20세 이하,30세 이하,40세 이하,50세 이하,60세 이하,60세 초과,미상,계,6세 이하,12세 이하,15세 이하,20세 이하,30세 이하,40세 이하,50세 이하,60세 이하,60세 초과,미상,계
"특별법범",수도법,소계,132,6,-,-,-,-,1,2,1,2,-,-,1,-,-,-,-,-,-,1,-,-,-,125
"특별법범",수산업법,소계,4441,88,-,-,-,-,-,5,16,39,19,9,2,-,-,-,-,-,-,-,-,2,-,4351
"특별법범",수산자원관리법,소계,1707,131,-,-,-,-,-,6,21,45,53,6,4,-,-,-,-,-,-,1,2,1,-,1572
"특별법범",수질및수생태계보전에관한법률,소계,944,13,-,-,-,-,-,3,3,6,-,1,-,-,-,-,-,-,-,-,-,-,-,931
"특별법범",식품위생법,소계,11116,222,-,-,-,1,10,20,40,101,25,25,101,-,-,-,-,1,11,17,22,28,22,10793
"특별법범",신용정보의 이용 및 보호에 관한법률,소계,48,26,-,-,-,-,1,8,8,7,2,-,11,-,-,-,-,3,-,4,4,-,-,11
"특별법범",아동·청소년의성보호에관한법률(성매수등),소계,424,9,-,-,4,2,-,2,-,-,1,-,332,-,16,141,172,3,-,-,-,-,-,83
"특별법범",아동·청소년의성보호에관한법률(음란물등),소계,838,4,-,2,-,1,-,-,-,1,-,-,45,-,13,17,15,-,-,-,-,-,-,789
"특별법범",아동복지법,소계,3150,1546,481,637,298,107,3,6,10,2,2,-,1434,362,454,350,213,9,29,13,2,1,1,170
"특별법범",액화석유가스의 안전관리 및 사업법,소계,95,7,-,-,-,-,-,-,3,2,1,1,1,-,-,-,-,-,-,1,-,-,-,87
"특별법범",약사법,소계,1544,67,-,-,-,-,10,12,8,18,12,7,20,1,-,-,-,-,4,9,1,3,2,1457
"특별법범",여객자동차운수사업법,소계,1199,80,-,-,-,-,3,7,12,26,27,5,14,-,-,-,-,4,1,1,7,1,-,1105
"특별법범",여신전문금융업법,소계,2555,1149,-,-,-,65,361,283,213,153,71,3,785,-,-,-,88,237,178,133,89,58,2,621
"특별법범",영유아보육법,소계,305,7,3,-,-,-,-,-,4,-,-,-,7,-,-,-,-,-,1,5,1,-,-,291
"특별법범",옥외광고물 등 관리법,소계,1026,27,-,-,-,1,2,2,2,16,1,3,4,-,-,-,-,-,2,-,2,-,-,995
"특별법범",외국환거래법,소계,806,15,-,-,-,-,-,-,6,2,2,5,49,-,-,-,-,-,1,-,2,-,46,742
"특별법범",위험물안전관리법,소계,522,3,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,519
"특별법범",유사 수신행위의 규제에 관한법률,소계,866,168,-,-,-,-,12,30,23,34,69,-,280,-,-,-,-,6,22,35,102,115,-,418
"특별법범",의료기기법,소계,425,6,-,-,-,-,-,2,4,-,-,-,5,-,-,-,-,-,-,-,1,3,1,414
"특별법범",의료법,소계,2254,258,1,-,3,12,16,45,63,70,42,6,178,-,-,2,2,20,43,44,36,29,2,1818
"특별법범",자동차관리법,소계,32623,1135,-,-,1,6,95,243,248,301,144,97,223,-,-,-,1,26,52,58,56,24,6,31265
"특별법범",자동차손해배상보장법,소계,57554,1182,3,-,2,33,168,229,260,279,139,69,262,3,1,1,4,30,48,79,55,31,10,56110
"특별법범",자본시장과금융투자업에관한법률,소계,215,39,-,-,-,-,2,3,16,11,6,1,4,-,-,-,-,-,-,1,2,1,-,172
"특별법범",저작권법,소계,21111,10817,-,-,1,15,307,4509,2839,2998,86,62,1096,2,-,-,16,120,605,79,229,35,10,9198
"특별법범",전자금융거래법,소계,6126,2487,-,-,1,64,565,732,603,366,150,6,1712,-,1,1,46,502,474,376,216,95,1,1927
"특별법범",전파법,소계,548,6,-,-,-,-,-,3,1,2,-,-,2,-,-,-,-,1,-,1,-,-,-,540
"특별법범",정보통신망 이용촉진 등에 관한법률,소계,14059,6123,3,3,29,334,1416,1546,1307,1050,421,14,4188,1,3,58,389,1139,1011,899,532,148,8,3748
"특별법범",조세범 처벌법,소계,3454,53,-,-,-,-,1,3,14,18,6,11,6,-,-,-,-,-,-,1,4,-,1,3395
"특별법범",주민등록법,소계,2436,833,-,-,-,85,160,157,192,171,62,6,527,-,-,-,51,148,134,90,72,31,1,1076
"특별법범",주차장법,소계,300,21,-,-,-,-,-,1,3,15,2,-,-,-,-,-,-,-,-,-,-,-,-,279
"특별법범",주택법,소계,597,27,-,-,-,-,2,4,5,7,8,1,7,-,-,-,-,-,-,3,1,2,1,563
"특별법범",직업안정법,소계,406,38,-,-,-,-,3,3,11,12,7,2,14,-,-,1,-,3,5,4,1,-,-,354
"특별법범",집회 및 시위에 관한법률,소계,531,61,-,-,-,1,5,3,24,14,12,2,13,-,-,-,-,2,-,5,3,3,-,457
"특별법범",청소년보호법,소계,8862,181,1,-,17,75,21,10,15,10,9,23,120,-,2,20,46,21,5,7,7,8,4,8561
"특별법범",총포·도검·화약류 등 단속법,소계,166,13,-,-,-,-,2,1,4,2,3,1,1,-,-,-,-,-,-,-,1,-,-,152
"특별법범",최저임금법,소계,570,101,-,-,-,4,15,7,8,15,10,42,68,-,-,-,4,7,5,6,4,4,38,401
"특별법범",축산물위생관리법,소계,1354,24,-,-,-,-,1,1,7,9,4,2,7,-,-,-,-,-,2,1,1,2,1,1323
"특별법범",출입국관리법,소계,2975,53,1,-,-,-,5,17,19,6,2,3,27,-,-,-,1,8,6,8,1,1,2,2895
"특별법범",통신비밀보호법,소계,169,60,-,-,1,-,3,8,20,22,6,-,61,-,-,-,-,6,10,28,14,2,1,48
"특별법범",특가법(도주차량),소계,8954,5787,58,234,105,302,976,1111,1169,1137,693,2,2995,39,101,67,168,502,482,649,558,428,1,172
"특별법범",특허법,소계,237,121,-,-,-,-,2,13,33,53,20,-,10,-,-,-,-,-,2,2,6,-,-,106
"특별법범",폐기물관리법,소계,1303,95,-,-,-,-,-,7,30,31,23,4,16,-,-,-,-,-,-,4,11,1,-,1192
"특별법범",풍속영업의 규제에 관한법률,소계,237,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,235
"특별법범",하천법,소계,266,5,-,-,-,-,1,-,1,1,2,-,1,-,-,-,-,-,-,-,-,-,1,260
"특별법범",학교보건법,소계,559,2,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,556
"특별법범",학원의설립운영및과외교습에관한법률,소계,534,8,-,-,-,-,1,2,2,2,1,-,1,-,-,-,-,-,1,-,-,-,-,525
"특별법범",향토예비군설치법,소계,10326,177,1,-,-,2,82,28,14,15,9,26,1,-,-,-,-,-,-,-,-,1,-,10148
"특별법범",화물자동차운수사업법,소계,1550,55,-,-,-,-,4,12,21,9,3,6,4,-,-,-,-,-,-,3,1,-,-,1491
"특별법범",화재보상과보험가입법,소계,59,51,-,-,-,-,2,9,16,12,12,-,7,-,-,-,-,2,-,1,4,-,-,1
