"사용일자","노선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20170701","6호선","2635","청구","2887","2903","20170704"
"20170701","6호선","2636","신당","7578","6064","20170704"
"20170701","6호선","2637","동묘앞","9280","8578","20170704"
"20170701","6호선","2638","창신","2525","2079","20170704"
"20170701","6호선","2639","보문","6710","5953","20170704"
"20170701","6호선","2640","안암(고대병원앞)","11517","11120","20170704"
"20170701","6호선","2641","고려대(종암)","7426","6877","20170704"
"20170701","6호선","2642","월곡(동덕여대)","9438","8979","20170704"
"20170701","6호선","2643","상월곡(한국과학기술연구원)","4311","3778","20170704"
"20170701","6호선","2644","돌곶이","7709","7095","20170704"
"20170701","6호선","2645","석계","10539","10404","20170704"
"20170701","6호선","2646","태릉입구","4283","4936","20170704"
"20170701","6호선","2647","화랑대(서울여대입구)","9018","6908","20170704"
"20170701","6호선","2648","봉화산(서울의료원)","7007","6593","20170704"
"20170701","7호선","2711","장암","2129","1468","20170704"
"20170701","7호선","2712","도봉산","8049","10511","20170704"
"20170701","7호선","2713","수락산","12963","12430","20170704"
"20170701","4호선","0425","회현(남대문시장)","30891","32079","20170704"
"20170701","4호선","0426","서울역","8536","19637","20170704"
"20170701","4호선","0427","숙대입구(갈월)","12380","12101","20170704"
"20170701","4호선","0428","삼각지","3524","5057","20170704"
"20170701","4호선","0429","신용산","10286","10762","20170704"
"20170701","4호선","0430","이촌(국립중앙박물관)","9139","9902","20170704"
"20170701","4호선","0431","동작(현충원)","2204","2340","20170704"
"20170701","4호선","0432","총신대입구(이수)","18797","20852","20170704"
"20170701","4호선","0433","사당","25766","23010","20170704"
"20170701","4호선","0434","남태령","3288","997","20170704"
"20170701","5호선","2511","방화","6197","5773","20170704"
"20170701","5호선","2512","개화산","4451","4221","20170704"
"20170701","5호선","2513","김포공항","7612","6978","20170704"
"20170701","5호선","2514","송정","8232","7896","20170704"
"20170701","5호선","2515","마곡","4450","3875","20170704"
"20170701","5호선","2516","발산","12521","12413","20170704"
"20170701","5호선","2517","우장산","12048","11833","20170704"
"20170701","5호선","2518","화곡","24287","22295","20170704"
"20170701","5호선","2519","까치산","24897","23455","20170704"
"20170701","5호선","2520","신정(은행정)","10826","8834","20170704"
"20170701","5호선","2521","목동","14815","14892","20170704"
"20170701","5호선","2522","오목교(목동운동장앞)","21441","22781","20170704"
"20170701","5호선","2523","양평","3761","3689","20170704"
"20170701","5호선","2524","영등포구청","1975","2096","20170704"
"20170701","5호선","2525","영등포시장","7672","8402","20170704"
"20170701","5호선","2526","신길","2127","2387","20170704"
"20170701","5호선","2527","여의도","10748","12452","20170704"
"20170701","5호선","2528","여의나루","11474","12120","20170704"
"20170701","5호선","2529","마포","8524","8710","20170704"
"20170701","5호선","2530","공덕","7962","8007","20170704"
"20170701","5호선","2531","애오개","4870","4836","20170704"
"20170701","5호선","2532","충정로(경기대입구)","2557","2377","20170704"
"20170701","5호선","2533","서대문","9276","8910","20170704"
"20170701","5호선","2534","광화문(세종문화회관)","24457","24955","20170704"
"20170701","5호선","2535","종로3가","13806","13676","20170704"
"20170701","5호선","2536","을지로4가","3748","4287","20170704"
"20170701","5호선","2537","동대문역사문화공원","1413","1841","20170704"
"20170701","5호선","2538","청구","3183","2962","20170704"
"20170701","분당선","1854","야탑","23912","24635","20170704"
"20170701","분당선","1855","서현","24175","24394","20170704"
"20170701","분당선","1856","수내","11678","11173","20170704"
"20170701","분당선","1857","정자","12686","13270","20170704"
"20170701","분당선","1858","미금","16392","17120","20170704"
"20170701","분당선","1859","오리","12041","9912","20170704"
"20170701","분당선","1860","이매","4955","5127","20170704"
"20170701","분당선","1861","보정","2038","1683","20170704"
"20170701","분당선","1862","죽전","12819","14907","20170704"
"20170701","분당선","1863","구성","3761","3822","20170704"
"20170701","분당선","1864","신갈","3486","3281","20170704"
"20170701","분당선","1865","기흥","6410","5976","20170704"
"20170701","분당선","1866","상갈","4307","4052","20170704"
"20170701","분당선","1867","청명","3196","2947","20170704"
"20170701","분당선","1868","영통","7862","7769","20170704"
"20170701","분당선","1869","망포","9949","8462","20170704"
"20170701","분당선","1870","매탄권선","3742","3388","20170704"
"20170701","5호선","2539","신금호","4684","4702","20170704"
"20170701","5호선","2540","행당","6936","5971","20170704"
"20170701","5호선","2541","왕십리(성동구청)","4341","5575","20170704"
"20170701","5호선","2542","마장","4816","4626","20170704"
"20170701","5호선","2543","답십리","12893","11679","20170704"
"20170701","5호선","2544","장한평","13958","13647","20170704"
"20170701","5호선","2545","군자(능동)","9027","11775","20170704"
"20170701","5호선","2546","아차산(어린이대공원후문)","13085","12305","20170704"
"20170701","5호선","2547","광나루(장신대)","12569","11626","20170704"
"20170701","5호선","2548","천호(풍납토성)","20194","20371","20170704"
"20170701","5호선","2549","강동","16132","13940","20170704"
"20170701","5호선","2550","길동","6331","6444","20170704"
"20170701","5호선","2551","굽은다리(강동구민회관앞)","8413","7767","20170704"
"20170701","5호선","2552","명일","6742","6505","20170704"
"20170701","5호선","2553","고덕","7337","7310","20170704"
"20170701","5호선","2554","상일동","8698","7545","20170704"
"20170701","5호선","2555","둔촌동","10259","10160","20170704"
"20170701","5호선","2556","올림픽공원(한국체대)","11040","10643","20170704"
"20170701","5호선","2557","방이","5845","5566","20170704"
"20170701","5호선","2558","오금","2429","2451","20170704"
"20170701","5호선","2559","개롱","5299","5377","20170704"
"20170701","5호선","2560","거여","5349","4890","20170704"
"20170701","5호선","2561","마천","4639","4748","20170704"
"20170701","6호선","2611","응암","14739","14392","20170704"
"20170701","6호선","2612","역촌","3323","3833","20170704"
"20170701","6호선","2613","불광","5489","4807","20170704"
"20170701","6호선","2614","독바위","2450","3050","20170704"
"20170701","6호선","2615","연신내","2","0","20170704"
"20170701","6호선","2616","구산","6725","5196","20170704"
"20170701","6호선","2617","새절(신사)","10560","10118","20170704"
"20170701","6호선","2618","증산(명지대앞)","9085","8511","20170704"
"20170701","6호선","2619","디지털미디어시티","9612","10091","20170704"
"20170701","6호선","2620","월드컵경기장(성산)","6510","6987","20170704"
"20170701","6호선","2621","마포구청","10601","9007","20170704"
"20170701","6호선","2622","망원","12495","13919","20170704"
"20170701","6호선","2623","합정","14677","12922","20170704"
"20170701","6호선","2624","상수","11585","14482","20170704"
"20170701","6호선","2625","광흥창(서강)","6839","6376","20170704"
"20170701","6호선","2626","대흥(서강대앞)","6248","6419","20170704"
"20170701","6호선","2627","공덕","11919","11500","20170704"
"20170701","6호선","2628","효창공원앞","5515","4851","20170704"
"20170701","6호선","2629","삼각지","7344","5085","20170704"
"20170701","6호선","2630","녹사평(용산구청)","9545","10826","20170704"
"20170701","6호선","2631","이태원","23655","30054","20170704"
"20170701","6호선","2632","한강진","8263","9897","20170704"
"20170701","6호선","2633","버티고개","1815","1838","20170704"
"20170701","6호선","2634","약수","2748","2612","20170704"
"20170701","일산선","1958","대화","11430","9752","20170704"
"20170701","장항선","1401","봉명","1106","1004","20170704"
"20170701","장항선","1402","쌍용(나사렛대)","1957","1779","20170704"
"20170701","장항선","1403","아산","2470","2473","20170704"
"20170701","장항선","1405","배방","1236","1030","20170704"
"20170701","장항선","1407","온양온천","4948","4951","20170704"
"20170701","장항선","1408","신창(순천향대)","1319","1175","20170704"
"20170701","중앙선","1015","회기","25177","24247","20170704"
"20170701","중앙선","1201","중랑","5428","5285","20170704"
"20170701","중앙선","1202","상봉(시외버스터미널)","5712","5711","20170704"
"20170701","중앙선","1203","망우","8347","8196","20170704"
"20170701","중앙선","1204","양원","1322","1450","20170704"
"20170701","중앙선","1205","구리","12642","13157","20170704"
"20170701","중앙선","1206","도농","7467","6716","20170704"
"20170701","중앙선","1207","양정","836","767","20170704"
"20170701","중앙선","1208","덕소","6091","5940","20170704"
"20170701","중앙선","1209","도심","2209","2043","20170704"
"20170701","7호선","2714","마들","10184","9086","20170704"
"20170701","7호선","2715","노원","18867","20344","20170704"
"20170701","7호선","2716","중계","11941","10817","20170704"
"20170701","7호선","2717","하계","16134","15184","20170704"
"20170701","7호선","2718","공릉(서울과학기술대)","9934","9835","20170704"
"20170701","7호선","2719","태릉입구","7514","6645","20170704"
"20170701","7호선","2720","먹골","9393","8597","20170704"
"20170701","경춘선","1325","백양리","316","247","20170704"
"20170701","경춘선","1326","강촌","1027","1104","20170704"
"20170701","경춘선","1327","김유정","716","897","20170704"
"20170701","경춘선","1328","남춘천","3482","3692","20170704"
"20170701","경춘선","1329","춘천","2757","2381","20170704"
"20170701","공항철도 1호선","4201","서울역","11126","9916","20170704"
"20170701","공항철도 1호선","4202","공덕","1344","1810","20170704"
"20170701","공항철도 1호선","4203","홍대입구","11003","10768","20170704"
"20170701","공항철도 1호선","4204","디지털미디어시티","7608","6957","20170704"
"20170701","공항철도 1호선","4207","김포공항","9927","6160","20170704"
"20170701","공항철도 1호선","4208","계양","8881","8303","20170704"
"20170701","공항철도 1호선","4209","검암","7414","7801","20170704"
"20170701","공항철도 1호선","4210","청라국제도시","3912","3876","20170704"
"20170701","공항철도 1호선","4211","운서","5665","5611","20170704"
"20170701","공항철도 1호선","4212","공항화물청사","1830","1897","20170704"
"20170701","공항철도 1호선","4213","인천국제공항","19610","17023","20170704"
"20170701","공항철도 1호선","4217","영종","1828","1788","20170704"
"20170701","과천선","1450","선바위","7163","5793","20170704"
"20170701","과천선","1451","경마공원","16601","16872","20170704"
"20170701","과천선","1452","대공원","6754","7402","20170704"
"20170701","과천선","1453","과천","4614","3528","20170704"
"20170701","과천선","1454","정부과천청사","9217","8074","20170704"
"20170701","과천선","1455","인덕원","20992","19394","20170704"
"20170701","과천선","1456","평촌","11784","11423","20170704"
"20170701","과천선","1457","범계","27345","26492","20170704"
"20170701","분당선","1023","선릉","4250","8806","20170704"
"20170701","분당선","1024","한티","11813","11994","20170704"
"20170701","분당선","1025","도곡","4954","4969","20170704"
"20170701","분당선","1026","구룡","1458","1407","20170704"
"20170701","분당선","1027","개포동","2749","2648","20170704"
"20170701","분당선","1028","대모산입구","2354","2190","20170704"
"20170701","분당선","1030","수서","10770","11110","20170704"
"20170701","분당선","1846","수원","10110","5731","20170704"
"20170701","분당선","1847","서울숲","6624","6547","20170704"
"20170701","분당선","1848","압구정로데오","14089","15964","20170704"
"20170701","분당선","1849","강남구청","5564","6591","20170704"
"20170701","분당선","1850","선정릉","4327","4682","20170704"
"20170701","분당선","1851","가천대","5828","6333","20170704"
"20170701","분당선","1852","태평","12975","12485","20170704"
"20170701","분당선","1853","모란","18923","19121","20170704"
"20170701","7호선","2753","까치울","5771","5413","20170704"
"20170701","7호선","2754","부천종합운동장","4281","3951","20170704"
"20170701","7호선","2755","춘의","6212","5821","20170704"
"20170701","7호선","2756","신중동","11929","11848","20170704"
"20170701","7호선","2757","부천시청","11931","11736","20170704"
"20170701","7호선","2758","상동","13241","13556","20170704"
"20170701","7호선","2759","삼산체육관","4382","4041","20170704"
"20170701","7호선","2760","굴포천","7640","7777","20170704"
"20170701","7호선","2761","부평구청","9011","6974","20170704"
"20170701","8호선","2811","암사","13904","12486","20170704"
"20170701","8호선","2812","천호(풍납토성)","16457","18900","20170704"
"20170701","8호선","2813","강동구청","7402","7440","20170704"
"20170701","8호선","2814","몽촌토성(평화의문)","5595","5787","20170704"
"20170701","8호선","2815","잠실(송파구청)","13308","15132","20170704"
"20170701","8호선","2816","석촌","6826","6864","20170704"
"20170701","8호선","2817","송파","4653","4301","20170704"
"20170701","8호선","2818","가락시장","5589","6005","20170704"
"20170701","8호선","2819","문정","6876","6659","20170704"
"20170701","8호선","2820","장지","15069","14298","20170704"
"20170701","8호선","2821","복정","7789","6279","20170704"
"20170701","8호선","2822","산성","5830","5729","20170704"
"20170701","8호선","2823","남한산성입구(성남법원.검찰청)","10858","9372","20170704"
"20170701","8호선","2824","단대오거리","9431","8669","20170704"
"20170701","8호선","2825","신흥","4677","4930","20170704"
"20170701","8호선","2826","수진","4840","4468","20170704"
"20170701","8호선","2827","모란","3878","3213","20170704"
"20170701","9호선","4101","개화","4699","3496","20170704"
"20170701","분당선","1871","수원시청","10760","13153","20170704"
"20170701","분당선","1872","매교","2138","2174","20170704"
"20170701","수인선","1878","달월","74","67","20170704"
"20170701","수인선","1879","월곶","2614","2399","20170704"
"20170701","수인선","1880","소래포구","5269","5239","20170704"
"20170701","수인선","1881","인천논현","5930","6006","20170704"
"20170701","수인선","1882","호구포","2895","2716","20170704"
"20170701","수인선","1883","남동인더스파크","1251","1254","20170704"
"20170701","수인선","1884","원인재","4563","4597","20170704"
"20170701","수인선","1885","연수","5019","4915","20170704"
"20170701","수인선","1886","송도","2717","2627","20170704"
"20170701","수인선","1888","인하대","4226","3879","20170704"
"20170701","수인선","1889","숭의","2797","2556","20170704"
"20170701","수인선","1890","신포","1651","1872","20170704"
"20170701","수인선","1891","인천","1444","2445","20170704"
"20170701","안산선","1751","산본","16332","17098","20170704"
"20170701","안산선","1752","대야미","3843","3252","20170704"
"20170701","안산선","1753","반월","4779","4178","20170704"
"20170701","안산선","1754","상록수","18024","17477","20170704"
"20170701","안산선","1755","한대앞","7885","7494","20170704"
"20170701","안산선","1756","중앙","16173","17337","20170704"
"20170701","안산선","1757","고잔","7483","7361","20170704"
"20170701","안산선","1758","초지","3189","2621","20170704"
"20170701","안산선","1759","안산","15165","15060","20170704"
"20170701","안산선","1760","신길온천","1689","1540","20170704"
"20170701","안산선","1761","정왕","7507","7694","20170704"
"20170701","안산선","1762","오이도","8837","8524","20170704"
"20170701","안산선","1763","수리산","3720","3207","20170704"
"20170701","일산선","1948","원흥","7081","6168","20170704"
"20170701","일산선","1950","삼송","11760","10746","20170704"
"20170701","일산선","1951","원당","10358","9680","20170704"
"20170701","일산선","1952","화정","17178","18033","20170704"
"20170701","일산선","1953","대곡","1422","1245","20170704"
"20170701","일산선","1954","백석","10501","10548","20170704"
"20170701","일산선","1955","마두","6774","6940","20170704"
"20170701","일산선","1956","정발산","9002","9806","20170704"
"20170701","일산선","1957","주엽","8529","8503","20170704"
"20170701","경강선","1503","삼동","1019","859","20170704"
"20170701","경강선","1504","경기광주","4632","4356","20170704"
"20170701","경강선","1505","초월","1982","1728","20170704"
"20170701","경강선","1506","곤지암","1917","1785","20170704"
"20170701","경강선","1507","신둔도예촌","990","899","20170704"
"20170701","경강선","1508","이천","2456","2545","20170704"
"20170701","경강선","1509","부발","1619","1301","20170704"
"20170701","경강선","1510","세종대왕릉","373","355","20170704"
"20170701","경강선","1511","여주","2278","2426","20170704"
"20170701","경부선","1001","서울역","6266","793","20170704"
"20170701","경부선","1002","남영","7702","7983","20170704"
"20170701","경부선","1003","용산","40903","43518","20170704"
"20170701","경부선","1004","노량진","15569","13670","20170704"
"20170701","경부선","1005","대방","11775","11448","20170704"
"20170701","경부선","1006","영등포","54251","58035","20170704"
"20170701","경부선","1007","신도림","3306","3479","20170704"
"20170701","경부선","1032","신길","8422","6758","20170704"
"20170701","경부선","1701","구로","17572","18761","20170704"
"20170701","경부선","1702","가산디지털단지","7441","9906","20170704"
"20170701","경부선","1703","금천구청","9789","9527","20170704"
"20170701","경부선","1704","석수","9377","8687","20170704"
"20170701","중앙선","1210","팔당","1655","1644","20170704"
"20170701","중앙선","1211","운길산","1532","1508","20170704"
"20170701","중앙선","1212","양수","3421","3569","20170704"
"20170701","중앙선","1213","신원","415","310","20170704"
"20170701","중앙선","1214","국수","983","1003","20170704"
"20170701","중앙선","1215","아신","822","861","20170704"
"20170701","중앙선","1216","오빈","382","408","20170704"
"20170701","중앙선","1217","양평","4083","4172","20170704"
"20170701","중앙선","1218","원덕","539","531","20170704"
