"사용일자","노선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20170801","1호선","0158","청량리(서울시립대입구)","27420","28412","20170804"
"20170801","1호선","0159","동묘앞","8905","9457","20170804"
"20170801","2호선","0201","시청","27836","27117","20170804"
"20170801","2호선","0202","을지로입구","52066","51729","20170804"
"20170801","2호선","0203","을지로3가","22082","21930","20170804"
"20170801","2호선","0204","을지로4가","11763","11353","20170804"
"20170801","2호선","0205","동대문역사문화공원","19927","22838","20170804"
"20170801","2호선","0206","신당","15323","15811","20170804"
"20170801","2호선","0207","상왕십리","13605","13088","20170804"
"20170801","2호선","0208","왕십리(성동구청)","19623","16089","20170804"
"20170801","2호선","0209","한양대","8351","9351","20170804"
"20170801","2호선","0210","뚝섬","16786","17934","20170804"
"20170801","2호선","0211","성수","27786","30038","20170804"
"20170801","2호선","0212","건대입구","42992","47516","20170804"
"20170801","2호선","0213","구의(광진구청)","24366","23733","20170804"
"20170801","2호선","0214","강변(동서울터미널)","48989","47724","20170804"
"20170801","2호선","0215","잠실나루","18990","18343","20170804"
"20170801","2호선","0216","잠실(송파구청)","103559","98370","20170804"
"20170801","2호선","0217","잠실새내","27791","27692","20170804"
"20170801","2호선","0218","종합운동장","16746","19371","20170804"
"20170801","2호선","0219","삼성(무역센터)","60941","62664","20170804"
"20170801","2호선","0220","선릉","61029","52346","20170804"
"20170801","2호선","0221","역삼","51909","57968","20170804"
"20170801","2호선","0222","강남","118889","117491","20170804"
"20170801","2호선","0223","교대(법원.검찰청)","39815","44347","20170804"
"20170801","2호선","0224","서초","23702","23994","20170804"
"20170801","2호선","0225","방배","19512","19861","20170804"
"20170801","2호선","0226","사당","41417","47918","20170804"
"20170801","2호선","0227","낙성대","31434","30465","20170804"
"20170801","2호선","0228","서울대입구(관악구청)","54944","53809","20170804"
"20170801","2호선","0229","봉천","24661","22667","20170804"
"20170801","2호선","0230","신림","71311","70045","20170804"
"20170801","2호선","0231","신대방","29500","27798","20170804"
"20170801","2호선","0232","구로디지털단지","67185","67913","20170804"
"20170801","2호선","0233","대림(구로구청)","30774","31487","20170804"
"20170801","2호선","0234","신도림","60769","60584","20170804"
"20170801","2호선","0235","문래","20406","20856","20170804"
"20170801","2호선","0236","영등포구청","23354","23505","20170804"
"20170801","2호선","0237","당산","21622","24407","20170804"
"20170801","2호선","0238","합정","33390","35626","20170804"
"20170801","2호선","0239","홍대입구","79551","83626","20170804"
"20170801","2호선","0240","신촌","50138","51108","20170804"
"20170801","2호선","0241","이대","17674","18265","20170804"
"20170801","2호선","0242","아현","10725","10161","20170804"
"20170801","2호선","0243","충정로(경기대입구)","11975","12852","20170804"
"20170801","2호선","0244","용답","2542","2507","20170804"
"20170801","2호선","0245","신답","1442","1642","20170804"
"20170801","2호선","0246","신설동","3588","3592","20170804"
"20170801","2호선","0247","도림천","1116","1154","20170804"
"20170801","2호선","0248","양천구청","6838","7022","20170804"
"20170801","2호선","0249","신정네거리","9985","10136","20170804"
"20170801","2호선","0250","용두(동대문구청)","2385","2438","20170804"
"20170801","3호선","0309","지축","1181","1257","20170804"
"20170801","3호선","0310","구파발","21277","19500","20170804"
"20170801","3호선","0319","종로3가","9786","13285","20170804"
"20170801","3호선","0320","을지로3가","9934","10820","20170804"
"20170801","3호선","0322","동대입구","10013","11225","20170804"
"20170801","3호선","0323","약수","14576","14171","20170804"
"20170801","3호선","0324","금호","8889","8183","20170804"
"20170801","3호선","0325","옥수","10378","10793","20170804"
"20170801","3호선","0326","압구정","36162","39063","20170804"
"20170801","3호선","0327","신사","32693","35060","20170804"
"20170801","3호선","0328","잠원","6302","6086","20170804"
"20170801","3호선","0329","고속터미널","59991","55683","20170804"
"20170801","3호선","0330","교대(법원.검찰청)","15513","10317","20170804"
"20170801","3호선","0331","남부터미널(예술의전당)","36915","38036","20170804"
"20170801","3호선","0332","양재(서초구청)","40338","44038","20170804"
"20170801","3호선","0333","매봉","11737","11335","20170804"
"20170801","3호선","0334","도곡","6912","6625","20170804"
"20170801","3호선","0335","대치","13121","12595","20170804"
"20170801","3호선","0336","학여울","1917","2018","20170804"
"20170801","3호선","0337","대청","10684","9583","20170804"
"20170801","3호선","0338","일원","9480","9774","20170804"
"20170801","3호선","0339","수서","17609","17482","20170804"
"20170801","3호선","0340","가락시장","10584","10100","20170804"
"20170801","3호선","0341","경찰병원","8272","8230","20170804"
"20170801","3호선","0342","오금","7044","6339","20170804"
"20170801","4호선","0409","당고개","13665","13052","20170804"
"20170801","4호선","0410","상계","22002","19563","20170804"
"20170801","4호선","0411","노원","23169","26407","20170804"
"20170801","4호선","0412","창동","29693","31448","20170804"
"20170801","4호선","0413","쌍문","34529","30137","20170804"
"20170801","4호선","0414","수유(강북구청)","46264","45187","20170804"
"20170801","4호선","0415","미아(서울사이버대학)","18876","17238","20170804"
"20170801","4호선","0416","미아사거리","33446","32542","20170804"
"20170801","4호선","0417","길음","25782","24869","20170804"
"20170801","4호선","0418","성신여대입구(돈암)","26066","24350","20170804"
"20170801","4호선","0419","한성대입구(삼선교)","15508","14446","20170804"
"20170801","4호선","0420","혜화","39613","41587","20170804"
"20170801","4호선","0421","동대문","29087","29487","20170804"
"20170801","4호선","0422","동대문역사문화공원","25603","22951","20170804"
"20170801","4호선","0423","충무로","29655","31034","20170804"
"20170801","4호선","0424","명동","39232","42396","20170804"
"20170801","4호선","0425","회현(남대문시장)","34004","36095","20170804"
"20170801","4호선","0426","서울역","13327","21805","20170804"
"20170801","4호선","0427","숙대입구(갈월)","15326","15316","20170804"
"20170801","4호선","0428","삼각지","5345","6696","20170804"
"20170801","4호선","0429","신용산","13355","14248","20170804"
"20170801","4호선","0430","이촌(국립중앙박물관)","11819","12747","20170804"
"20170801","4호선","0431","동작(현충원)","2551","2626","20170804"
"20170801","4호선","0432","총신대입구(이수)","21920","24339","20170804"
"20170801","4호선","0433","사당","29788","23795","20170804"
"20170801","4호선","0434","남태령","2083","913","20170804"
"20170801","5호선","2511","방화","7804","7206","20170804"
"20170801","5호선","2512","개화산","6160","5828","20170804"
"20170801","5호선","2513","김포공항","8429","7176","20170804"
"20170801","5호선","2514","송정","9437","9058","20170804"
"20170801","5호선","2515","마곡","6374","5488","20170804"
"20170801","5호선","2516","발산","13915","14070","20170804"
"20170801","5호선","2517","우장산","15790","15682","20170804"
"20170801","1호선","0150","서울역","54239","52857","20170804"
"20170801","1호선","0151","시청","26228","26791","20170804"
"20170801","1호선","0152","종각","50366","48236","20170804"
