ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2014-5-2, 15.7กษ, 24.8กษ, 11.1กษ, 6.0, 1.0mm
2014-5-3, 13.1กษ, 19.3กษ, 8.0กษ, 1.3,  -
2014-5-4, 12.3กษ, 20.5กษ, 8.5กษ, 5.8, 0.2mm
2014-5-5, 11.3กษ, 15.5กษ, 6.8กษ, 1.3,  -
2014-5-6, 13.1กษ, 19.0กษ, 7.6กษ, 0.0,  -
2014-5-7, 15.7กษ, 22.3กษ, 8.7กษ, 6.4, 2.0mm
2014-5-8, 14.5กษ, 19.5กษ, 11.5กษ, 5.4, 4.0mm
2014-5-9, 16.8กษ, 23.8กษ, 9.8กษ, 0.3,  -
2014-5-10, 20.5กษ, 28.3กษ, 12.9กษ, 0.6,  -
2014-5-11, 18.9กษ, 23.8กษ, 15.9กษ, 8.3, 23.0mm
2014-5-12, 16.4กษ, 20.4กษ, 13.6กษ, 5.9, 10.0mm
2014-5-13, 19.2กษ, 25.6กษ, 11.9กษ, 1.9,  -
2014-5-14, 19.6กษ, 25.9กษ, 15.3กษ, 3.4,  -
2014-5-15, 18.2กษ, 23.7กษ, 14.5กษ, 2.6, 0.3mm
2014-5-16, 19.0กษ, 26.2กษ, 12.3กษ, 1.0,  -
2014-5-17, 20.0กษ, 26.2กษ, 14.3กษ, 3.6,  -
2014-5-18, 20.3กษ, 27.1กษ, 13.7กษ, 1.8,  -
2014-5-19, 20.0กษ, 26.2กษ, 14.1กษ, 4.4,  -
2014-5-20, 21.5กษ, 28.4กษ, 16.1กษ, 5.6,  -
2014-5-21, 20.1กษ, 26.5กษ, 15.9กษ, 2.4,  -
2014-5-22, 20.9กษ, 28.3กษ, 13.6กษ, 0.5,  -
2014-5-23, 22.0กษ, 27.8กษ, 17.6กษ, 3.0,  -
2014-5-24, 21.3กษ, 27.9กษ, 16.9กษ, 7.8,  -
2014-5-25, 20.5กษ, 24.9กษ, 18.3กษ, 10.0, 21.0mm
2014-5-26, 19.4กษ, 24.7กษ, 16.5กษ, 4.4, 1.5mm
2014-5-27, 22.8กษ, 28.3กษ, 16.7กษ, 0.8,  -
2014-5-28, 24.0กษ, 29.8กษ, 19.9กษ, 1.5,  -
2014-5-29, 23.2กษ, 30.9กษ, 17.5กษ, 0.9,  -
2014-5-30, 24.8กษ, 31.8กษ, 17.3กษ, 0.1,  -
2014-5-31, 26.2กษ, 33.3กษ, 20.5กษ, 1.3,  -
2014-6-1, 24.7กษ, 29.9กษ, 20.4กษ, 8.0,  -
2014-6-2, 22.6กษ, 24.6กษ, 20.6กษ, 10.0, 2.0mm
2014-6-3, 18.7กษ, 21.0กษ, 17.5กษ, 8.6, 33.0mm
2014-6-4, 22.8กษ, 27.8กษ, 18.7กษ, 6.5,  -
2014-6-5, 22.9กษ, 26.1กษ, 20.4กษ, 7.6,  -
2014-6-6, 24.4กษ, 31.1กษ, 18.8กษ, 1.4,  -
2014-6-7, 23.5กษ, 27.1กษ, 19.7กษ, 6.0,  -
2014-6-8, 21.4กษ, 24.5กษ, 19.2กษ, 8.0,  -
2014-6-9, 22.9กษ, 28.7กษ, 18.5กษ, 5.9,  -
2014-6-10, 23.6กษ, 29.3กษ, 20.0กษ, 6.3, 5.5mm
2014-6-11, 20.5กษ, 26.9กษ, 18.3กษ, 9.1, 19.0mm
2014-6-12, 21.2กษ, 27.1กษ, 17.3กษ, 6.8, 0.1mm
2014-6-13, 21.3กษ, 25.8กษ, 18.4กษ, 6.4, 0.0mm
2014-6-14, 22.5กษ, 27.7กษ, 18.3กษ, 3.9,  -
2014-6-15, 23.2กษ, 28.5กษ, 19.5กษ, 4.5,  -
2014-6-16, 23.9กษ, 29.0กษ, 19.1กษ, 6.6,  -
2014-6-17, 24.5กษ, 30.7กษ, 21.5กษ, 7.8, 3.5mm
2014-6-18, 24.4กษ, 29.1กษ, 20.5กษ, 5.4, 0.1mm
2014-6-19, 22.5กษ, 25.6กษ, 20.8กษ, 8.0, 0.0mm
2014-6-20, 24.2กษ, 28.6กษ, 20.7กษ, 9.1, 1.5mm
2014-6-21, 23.1กษ, 28.2กษ, 19.8กษ, 8.8, 8.5mm
2014-6-22, 23.7กษ, 29.0กษ, 20.2กษ, 8.0, 0.4mm
2014-6-23, 21.0กษ, 23.2กษ, 19.4กษ, 7.8, 24.5mm
2014-6-24, 22.9กษ, 27.2กษ, 19.4กษ, 4.8,  -
2014-6-25, 23.8กษ, 29.0กษ, 20.2กษ, 6.3,  -
2014-6-26, 24.4กษ, 29.5กษ, 20.2กษ, 5.9,  -
2014-6-27, 24.1กษ, 29.5กษ, 20.6กษ, 5.4,  -
2014-6-28, 23.8กษ, 28.4กษ, 21.3กษ, 7.1, 0.0mm
2014-6-29, 24.1กษ, 29.8กษ, 20.9กษ, 6.9,  -
2014-6-30, 25.3กษ, 30.2กษ, 21.2กษ, 3.4,  -
2014-7-1, 26.0กษ, 31.2กษ, 21.1กษ, 3.6,  -
2014-7-2, 25.7กษ, 31.1กษ, 22.1กษ, 8.4, 20.5mm
2014-7-3, 22.6กษ, 24.7กษ, 21.4กษ, 9.6, 2.0mm
2014-7-4, 26.8กษ, 32.3กษ, 21.6กษ, 4.1,  -
2014-7-5, 25.7กษ, 29.7กษ, 22.3กษ, 6.1,  -
2014-7-6, 25.7กษ, 29.5กษ, 23.0กษ, 6.4,  -
2014-7-7, 27.1กษ, 33.8กษ, 20.8กษ, 2.5,  -
2014-7-8, 25.9กษ, 29.3กษ, 23.7กษ, 7.6, 0.2mm
2014-7-9, 27.6กษ, 33.0กษ, 25.6กษ, 9.4, 0.5mm
2014-7-10, 28.9กษ, 33.6กษ, 24.6กษ, 6.3,  -
2014-7-11, 27.1กษ, 32.8กษ, 23.0กษ, 2.3,  -
2014-7-12, 25.3กษ, 29.6กษ, 22.9กษ, 7.4,  -
2014-7-13, 25.4กษ, 29.4กษ, 23.0กษ, 7.8,  -
2014-7-14, 26.4กษ, 30.7กษ, 22.8กษ, 4.8,  -
2014-7-15, 26.8กษ, 32.3กษ, 23.9กษ, 7.0,  -
2014-7-16, 26.6กษ, 32.2กษ, 23.5กษ, 5.6,  -
2014-7-17, 25.9กษ, 29.6กษ, 23.6กษ, 8.4, 0.2mm
2014-7-18, 26.1กษ, 30.6กษ, 22.6กษ, 7.6, 1.5mm
2014-7-19, 27.0กษ, 30.7กษ, 24.7กษ, 9.0,  -
2014-7-20, 27.9กษ, 33.2กษ, 24.6กษ, 6.4,  -
2014-7-21, 27.3กษ, 31.6กษ, 24.4กษ, 6.0,  -
2014-7-22, 25.9กษ, 28.2กษ, 24.6กษ, 9.8, 16.5mm
2014-7-23, 23.6กษ, 25.2กษ, 21.7กษ, 10.0, 55.0mm
2014-7-24, 21.9กษ, 24.5กษ, 19.1กษ, 9.3, 48.0mm
2014-7-25, 27.5กษ, 33.7กษ, 22.1กษ, 9.5, 59.5mm
2014-7-26, 22.6กษ, 27.3กษ, 20.8กษ, 9.3, 2.5mm
2014-7-27, 25.0กษ, 30.6กษ, 21.4กษ, 4.0,  -
2014-7-28, 26.6กษ, 31.3กษ, 21.6กษ, 5.0,  -
2014-7-29, 26.5กษ, 30.1กษ, 23.4กษ, 5.4,  -
2014-7-30, 28.6กษ, 33.5กษ, 25.0กษ, 6.5,  -
2014-7-31, 28.6กษ, 34.4กษ, 25.8กษ, 6.8, 1.5mm
2014-8-1, 30.2กษ, 34.7กษ, 24.7กษ, 4.9,  -
2014-8-2, 31.4กษ, 35.8กษ, 28.7กษ, 8.0, 0.0mm
2014-8-3, 26.5กษ, 30.5กษ, 24.1กษ, 9.6, 13.0mm
2014-8-4, 26.4กษ, 29.6กษ, 24.7กษ, 9.0, 6.5mm
2014-8-5, 26.6กษ, 29.2กษ, 25.0กษ, 8.0, 0.0mm
2014-8-6, 24.4กษ, 26.2กษ, 22.5กษ, 10.0, 10.5mm
2014-8-7, 24.7กษ, 27.1กษ, 22.6กษ, 7.9, 0.2mm
2014-8-8, 26.1กษ, 30.6กษ, 21.9กษ, 2.1,  -
2014-8-9, 26.5กษ, 31.6กษ, 22.3กษ, 4.6,  -
2014-8-10, 23.4กษ, 27.7กษ, 19.6กษ, 8.3, 42.5mm
2014-8-11, 23.7กษ, 28.6กษ, 18.3กษ, 4.5,  -
2014-8-12, 25.8กษ, 30.4กษ, 22.3กษ, 5.6,  -
2014-8-13, 24.2กษ, 26.7กษ, 22.5กษ, 9.4, 0.0mm
2014-8-14, 22.3กษ, 24.2กษ, 21.4กษ, 9.3, 0.5mm
2014-8-15, 24.9กษ, 29.6กษ, 20.9กษ, 5.3,  -
2014-8-16, 26.1กษ, 31.8กษ, 22.2กษ, 5.1,  -
2014-8-17, 24.0กษ, 25.0กษ, 22.9กษ, 9.6, 3.0mm
2014-8-18, 22.3กษ, 24.4กษ, 20.9กษ, 10.0, 11.5mm
2014-8-19, 22.3กษ, 25.3กษ, 20.4กษ, 9.8, 4.5mm
2014-8-20, 24.8กษ, 28.0กษ, 22.4กษ, 9.9, 0.5mm
2014-8-21, 23.1กษ, 24.6กษ, 21.8กษ, 9.6, 46.5mm
2014-8-22, 24.7กษ, 28.2กษ, 21.8กษ, 7.9, 15.0mm
2014-8-23, 25.2กษ, 29.7กษ, 22.8กษ, 7.6, 0.5mm
2014-8-24, 25.6กษ, 30.7กษ, 20.7กษ, 8.1, 0.1mm
2014-8-25, 25.9กษ, 28.6กษ, 24.1กษ, 9.3, 0.0mm
2014-8-26, 25.4กษ, 29.6กษ, 21.6กษ, 6.3, 11.5mm
2014-8-27, 24.6กษ, 28.6กษ, 21.1กษ, 6.6,  -
2014-8-28, 25.1กษ, 30.7กษ, 19.8กษ, 1.6,  -
2014-8-29, 25.2กษ, 30.1กษ, 21.0กษ, 4.5, 6.5mm
2014-8-30, 24.6กษ, 30.7กษ, 19.9กษ, 2.4,  -
2014-8-31, 24.1กษ, 29.0กษ, 20.7กษ, 6.3,  -
2014-9-1, 24.1กษ, 29.7กษ, 20.4กษ, 6.1, 1.5mm
2014-9-2, 23.1กษ, 27.7กษ, 19.3กษ, 8.5, 6.0mm
2014-9-3, 19.1กษ, 20.6กษ, 17.4กษ, 9.8, 57.5mm
2014-9-4, 22.4กษ, 27.6กษ, 18.0กษ, 3.6,  -
2014-9-5, 23.8กษ, 29.0กษ, 20.0กษ, 5.5,  -
2014-9-6, 25.2กษ, 30.8กษ, 20.3กษ, 3.5,  -
2014-9-7, 25.3กษ, 31.3กษ, 19.8กษ, 2.6,  -
2014-9-8, 24.8กษ, 30.2กษ, 20.6กษ, 2.6,  -
2014-9-9, 23.3กษ, 28.2กษ, 19.9กษ, 4.6,  -
2014-9-10, 22.4กษ, 28.9กษ, 16.7กษ, 0.1,  -
2014-9-11, 23.3กษ, 29.2กษ, 17.5กษ, 2.4,  -
2014-9-12, 21.3กษ, 26.6กษ, 18.6กษ, 6.9, 0.1mm
2014-9-13, 23.1กษ, 28.3กษ, 18.6กษ, 2.0,  -
2014-9-14, 23.0กษ, 28.4กษ, 18.2กษ, 5.8,  -
2014-9-15, 23.1กษ, 27.5กษ, 20.6กษ, 7.9,  -
2014-9-16, 21.3กษ, 27.0กษ, 15.8กษ, 6.1,  -
2014-9-17, 20.2กษ, 22.6กษ, 17.6กษ, 7.9,  -
2014-9-18, 20.6กษ, 27.0กษ, 16.2กษ, 3.3,  -
2014-9-19, 21.4กษ, 28.4กษ, 14.9กษ, 0.9,  -
2014-9-20, 21.6กษ, 28.1กษ, 15.4กษ, 0.8,  -
2014-9-21, 20.2กษ, 25.6กษ, 17.5กษ, 4.5, 0.0mm
2014-9-22, 21.4กษ, 27.9กษ, 15.0กษ, 0.6,  -
2014-9-23, 23.0กษ, 29.0กษ, 18.1กษ, 5.6,  -
2014-9-24, 20.3กษ, 23.8กษ, 18.0กษ, 8.4, 6.5mm
2014-9-25, 22.2กษ, 27.7กษ, 17.7กษ, 3.9,  -
2014-9-26, 21.0กษ, 24.2กษ, 18.6กษ, 7.8, 0.0mm
2014-9-27, 21.4กษ, 25.1กษ, 18.3กษ, 5.8,  -
2014-9-28, 21.7กษ, 24.7กษ, 19.2กษ, 8.9, 0.5mm
2014-9-29, 19.4กษ, 20.7กษ, 17.7กษ, 8.5, 16.0mm
2014-9-30, 18.9กษ, 23.7กษ, 15.4กษ, 3.0,  -
2014-10-1, 19.2กษ, 24.4กษ, 14.9กษ, 5.9,  -
2014-10-2, 18.1กษ, 20.1กษ, 17.1กษ, 8.6, 9.0mm
2014-10-3, 16.1กษ, 20.8กษ, 13.4กษ, 4.1,  -
2014-10-4, 16.9กษ, 23.0กษ, 11.6กษ, 1.1,  -
2014-10-5, 17.1กษ, 23.2กษ, 12.5กษ, 1.3,  -
2014-10-6, 16.6กษ, 22.6กษ, 10.5กษ, 1.0,  -
2014-10-7, 16.1กษ, 22.5กษ, 11.6กษ, 1.6,  -
2014-10-8, 16.7กษ, 23.6กษ, 10.0กษ, 2.3,  -
2014-10-9, 18.6กษ, 25.4กษ, 12.4กษ, 1.3,  -
2014-10-10, 19.0กษ, 26.3กษ, 12.5กษ, 0.3,  -
2014-10-11, 19.4กษ, 25.6กษ, 13.6กษ, 0.0,  -
2014-10-12, 21.2กษ, 29.0กษ, 13.9กษ, 3.9,  -
2014-10-13, 17.4กษ, 21.7กษ, 11.0กษ, 2.6,  -
2014-10-14, 13.8กษ, 20.0กษ, 8.5กษ, 0.1,  -
2014-10-15, 13.8กษ, 20.0กษ, 8.9กษ, 2.1,  -
2014-10-16, 13.2กษ, 18.0กษ, 9.3กษ, 3.5, 2.5mm
2014-10-17, 13.6กษ, 21.2กษ, 6.6กษ, 0.6,  -
2014-10-18, 15.5กษ, 22.5กษ, 9.4กษ, 0.0,  -
2014-10-19, 17.0กษ, 22.7กษ, 11.2กษ, 6.0,  -
2014-10-20, 14.4กษ, 17.1กษ, 12.9กษ, 10.0, 21.5mm
2014-10-21, 13.8กษ, 15.7กษ, 11.9กษ, 10.0, 18.5mm
2014-10-22, 13.6กษ, 18.7กษ, 10.4กษ, 5.1,  -
2014-10-23, 13.8กษ, 20.6กษ, 8.5กษ, 1.0,  -
2014-10-24, 15.1กษ, 21.0กษ, 9.9กษ, 4.5,  -
2014-10-25, 16.5กษ, 22.2กษ, 12.9กษ, 3.1,  -
2014-10-26, 16.0กษ, 19.9กษ, 11.6กษ, 6.0, 0.5mm
2014-10-27, 10.7กษ, 16.9กษ, 6.1กษ, 0.4,  -
2014-10-28, 10.2กษ, 19.4กษ, 2.7กษ, 0.0,  -
2014-10-29, 12.1กษ, 20.8กษ, 4.9กษ, 2.0,  -
2014-10-30, 14.2กษ, 20.8กษ, 7.7กษ, 5.0,  -
2014-10-31, 15.0กษ, 18.2กษ, 12.8กษ, 9.5, 0.2mm
2014-11-1, 17.3กษ, 22.9กษ, 15.1กษ, 7.1,  -
2014-11-2, 12.0กษ, 15.4กษ, 7.1กษ, 4.9, 2.5mm
2014-11-3, 9.3กษ, 14.8กษ, 3.8กษ, 0.5,  -
2014-11-4, 11.3กษ, 18.5กษ, 5.4กษ, 0.0,  -
2014-11-5, 12.4กษ, 18.4กษ, 6.4กษ, 3.3,  -
2014-11-6, 13.5กษ, 17.7กษ, 9.5กษ, 4.5, 0.5mm
2014-11-7, 9.8กษ, 16.5กษ, 5.1กษ, 2.4,  -
2014-11-8, 9.9กษ, 15.1กษ, 6.9กษ, 7.6,  -
2014-11-9, 10.0กษ, 15.5กษ, 6.3กษ, 0.9,  -
2014-11-10, 9.4กษ, 16.5กษ, 3.5กษ, 0.0,  -
2014-11-11, 9.4กษ, 14.5กษ, 4.6กษ, 4.6, 2.0mm
2014-11-12, 6.0กษ, 10.0กษ, -1.3กษ, 4.5, 5.0mm
2014-11-13, -0.2กษ, 4.3กษ, -3.1กษ, 0.9,  -
2014-11-14, 4.2กษ, 10.0กษ, -1.4กษ, 2.1, 0.0mm
2014-11-15, 4.1กษ, 9.5กษ, -0.5กษ, 3.1,  -
2014-11-16, 6.6กษ, 12.4กษ, 2.6กษ, 6.4, 1.0mm
2014-11-17, 6.2กษ, 9.0กษ, 3.8กษ, 3.5, 1.5mm
2014-11-18, 5.0กษ, 10.4กษ, 1.7กษ, 0.0,  -
2014-11-19, 5.6กษ, 12.6กษ, -0.6กษ, 2.3,  -
2014-11-20, 7.9กษ, 14.6กษ, 2.7กษ, 1.6,  -
2014-11-21, 11.3กษ, 16.5กษ, 5.9กษ, 5.3,  -
2014-11-22, 11.0กษ, 12.7กษ, 8.0กษ, 8.4, 4.0mm
2014-11-23, 9.0กษ, 12.3กษ, 6.3กษ, 8.9,  -
2014-11-24, 9.8กษ, 13.2กษ, 8.0กษ, 9.9,  -
2014-11-25, 10.2กษ, 15.1กษ, 6.6กษ, 5.6,  -
2014-11-26, 11.0กษ, 16.3กษ, 8.2กษ, 3.5,  -
2014-11-27, 10.4กษ, 14.9กษ, 6.7กษ, 4.6,  -
2014-11-28, 8.8กษ, 10.1กษ, 6.5กษ, 8.8, 18.0mm
2014-11-29, 8.3กษ, 12.8กษ, 5.5กษ, 4.4,  -
2014-11-30, 9.1กษ, 11.1กษ, 7.2กษ, 9.4, 7.0mm
2014-12-1, -1.1กษ, 7.9กษ, -7.2กษ, 4.8, 0.5mm
2014-12-2, -5.4กษ, -2.7กษ, -8.2กษ, 1.0, 0.0mm
2014-12-3, -3.3กษ, -0.5กษ, -6.5กษ, 6.3, 0.9mm
2014-12-4, -4.6กษ, -0.2กษ, -7.4กษ, 0.9, 0.0mm
2014-12-5, -6.6กษ, -2.5กษ, -10.1กษ, 0.0,  -
2014-12-6, -5.6กษ, -0.5กษ, -8.8กษ, 0.6,  -
2014-12-7, -3.4กษ, 0.2กษ, -8.2กษ, 7.4,  -
