ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2016-11-23, -1.8กษ, 3.6กษ, -4.8กษ, 3.4,  -
2016-11-24, -2.5กษ, 2.4กษ, -6.2กษ, 0.0,  -
2016-11-25, 1.0กษ, 6.0กษ, -3.5กษ, 4.3,  -
2016-11-26, 0.9กษ, 2.7กษ, -0.7กษ, 7.5, 2.8mm
2016-11-27, 3.3กษ, 6.6กษ, 0.5กษ, 7.5, 0.0mm
2016-11-28, 1.4กษ, 5.6กษ, -1.4กษ, 0.0,  -
2016-11-29, 1.7กษ, 8.6กษ, -2.8กษ, 0.1,  -
2016-11-30, 6.0กษ, 9.8กษ, 0.7กษ, 8.9, 1.0mm
2016-12-1, 4.1กษ, 7.0กษ, -1.0กษ, 1.3,  -
2016-12-2, 1.6กษ, 7.9กษ, -3.5กษ, 0.0,  -
2016-12-3, 4.5กษ, 11.3กษ, -0.7กษ, 5.5,  -
2016-12-4, 5.5กษ, 9.5กษ, 2.0กษ, 8.8,  -
2016-12-5, 5.9กษ, 10.3กษ, 0.5กษ, 7.9, 1.5mm
2016-12-6, -1.1กษ, 4.3กษ, -4.2กษ, 0.0,  -
2016-12-7, 1.7กษ, 7.5กษ, -2.7กษ, 3.9, 0.0mm
2016-12-8, 2.1กษ, 6.1กษ, -3.0กษ, 6.1, 3.0mm
2016-12-9, 1.4กษ, 4.2กษ, -2.9กษ, 3.9, 3.0mm
2016-12-10, -1.6กษ, 3.6กษ, -5.9กษ, 0.1,  -
2016-12-11, -1.1กษ, 6.4กษ, -6.1กษ, 0.4,  -
2016-12-12, 2.3กษ, 6.3กษ, -3.0กษ, 8.0,  -
2016-12-13, 3.4กษ, 8.8กษ, -0.4กษ, 4.6,  -
2016-12-14, -1.4กษ, -0.1กษ, -2.3กษ, 7.3, 0.1mm
2016-12-15, -5.0กษ, -1.5กษ, -7.6กษ, 0.0,  -
2016-12-16, -4.7กษ, 0.0กษ, -9.8กษ, 2.0,  -
2016-12-17, 2.7กษ, 8.0กษ, -2.7กษ, 6.6, 0.0mm
2016-12-18, 4.9กษ, 8.1กษ, 2.7กษ, 8.5,  -
2016-12-19, 7.2กษ, 12.0กษ, 4.3กษ, 6.9, 0.1mm
2016-12-20, 7.6กษ, 13.6กษ, 4.4กษ, 2.4,  -
2016-12-21, 7.9กษ, 12.6กษ, 4.1กษ, 8.1, 29.0mm
2016-12-22, 5.5กษ, 11.0กษ, 1.5กษ, 9.8, 23.5mm
2016-12-23, -2.5กษ, 1.5กษ, -4.4กษ, 8.9, 0.1mm
2016-12-24, -2.4กษ, 1.1กษ, -4.3กษ, 5.5,  -
2016-12-25, 1.0กษ, 6.4กษ, -4.5กษ, 4.8,  -
2016-12-26, 2.5กษ, 4.4กษ, 1.3กษ, 8.6, 0.0mm
2016-12-27, -2.3กษ, 1.3กษ, -6.3กษ, 2.8, 0.5mm
2016-12-28, -3.7กษ, 2.6กษ, -8.4กษ, 1.9,  -
2016-12-29, -4.2กษ, -1.1กษ, -7.2กษ, 1.5, 0.3mm
2016-12-30, -3.9กษ, 1.0กษ, -9.1กษ, 3.0,  -
2016-12-31, 0.7กษ, 5.7กษ, -3.6กษ, 6.6, 0.0mm
