ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2015-2-5, -0.1กษ, 4.8กษ, -3.8กษ, 0.0,  -
2015-2-6, 0.4กษ, 6.5กษ, -4.3กษ, 2.1,  -
2015-2-7, 1.2กษ, 5.7กษ, -2.7กษ, 6.5,  -
2015-2-8, -9.8กษ, -2.8กษ, -11.9กษ, 0.0,  -
2015-2-9, -5.7กษ, -0.1กษ, -13.0กษ, 3.4, 0.2mm
2015-2-10, 1.7กษ, 5.8กษ, -2.0กษ, 4.6,  -
2015-2-11, 2.7กษ, 8.0กษ, -0.8กษ, 5.0,  -
2015-2-12, -2.2กษ, 1.6กษ, -4.7กษ, 0.0,  -
2015-2-13, -1.6กษ, 4.0กษ, -6.4กษ, 0.0,  -
2015-2-14, 2.0กษ, 6.6กษ, -3.1กษ, 6.5,  -
2015-2-15, 7.9กษ, 13.0กษ, 3.2กษ, 8.3,  -
2015-2-16, 5.0กษ, 7.9กษ, 4.1กษ, 10.0, 10.5mm
2015-2-17, 1.9กษ, 4.1กษ, 0.5กษ, 9.4, 0.5mm
2015-2-18, 0.8กษ, 3.3กษ, -1.5กษ, 7.0, 0.0mm
2015-2-19, 2.2กษ, 8.6กษ, -2.7กษ, 1.4,  -
2015-2-20, 5.2กษ, 11.4กษ, -1.3กษ, 5.1,  -
2015-2-21, 5.7กษ, 6.7กษ, 4.8กษ, 9.8, 8.0mm
2015-2-22, 3.5กษ, 7.0กษ, -0.7กษ, 6.3, 2.5mm
2015-2-23, 0.9กษ, 5.9กษ, -2.4กษ, 2.9,  -
2015-2-24, 2.1กษ, 7.5กษ, -1.1กษ, 2.9,  -
2015-2-25, 5.4กษ, 12.5กษ, 0.2กษ, 7.8, 0.5mm
2015-2-26, 1.2กษ, 4.7กษ, -3.5กษ, 4.6, 0.5mm
2015-2-27, -1.3กษ, 4.8กษ, -5.6กษ, 2.4,  -
2015-2-28, 2.7กษ, 6.4กษ, -2.0กษ, 8.6,  -
2015-3-1, 2.4กษ, 5.9กษ, -0.2กษ, 6.1, 0.0mm
2015-3-2, 3.9กษ, 9.7กษ, -1.9กษ, 1.6,  -
2015-3-3, 2.8กษ, 6.7กษ, -1.3กษ, 9.4, 5.5mm
2015-3-4, -2.1กษ, 1.4กษ, -4.6กษ, 0.8,  -
2015-3-5, -0.3กษ, 5.5กษ, -5.4กษ, 3.9,  -
2015-3-6, 2.9กษ, 10.4กษ, -3.2กษ, 0.5,  -
2015-3-7, 4.2กษ, 11.0กษ, -2.3กษ, 0.0,  -
2015-3-8, 7.7กษ, 15.1กษ, 0.4กษ, 3.8,  -
2015-3-9, 2.2กษ, 8.2กษ, -5.4กษ, 4.0,  -
2015-3-10, -3.4กษ, 1.0กษ, -6.9กษ, 0.0,  -
2015-3-11, 0.4กษ, 7.5กษ, -5.1กษ, 1.4,  -
2015-3-12, 2.1กษ, 6.7กษ, -3.5กษ, 2.1,  -
2015-3-13, 5.6กษ, 11.0กษ, 1.8กษ, 1.8, 0.1mm
2015-3-14, 4.3กษ, 11.6กษ, -1.2กษ, 2.0,  -
2015-3-15, 5.5กษ, 12.5กษ, 0.0กษ, 1.8,  -
2015-3-16, 9.8กษ, 18.6กษ, 1.3กษ, 2.0,  -
2015-3-17, 10.7กษ, 16.1กษ, 6.9กษ, 7.9, 0.0mm
2015-3-18, 10.7กษ, 14.4กษ, 8.4กษ, 9.8, 1.5mm
2015-3-19, 12.4กษ, 21.0กษ, 6.5กษ, 2.6,  -
2015-3-20, 13.4กษ, 21.9กษ, 7.6กษ, 4.8,  -
2015-3-21, 11.7กษ, 17.8กษ, 6.9กษ, 0.5,  -
2015-3-22, 8.3กษ, 14.9กษ, 2.2กษ, 0.0,  -
2015-3-23, 4.6กษ, 10.1กษ, 0.0กษ, 0.4,  -
2015-3-24, 5.4กษ, 12.4กษ, -0.9กษ, 0.0,  -
2015-3-25, 6.5กษ, 14.2กษ, 0.1กษ, 0.0,  -
2015-3-26, 7.9กษ, 14.8กษ, 1.6กษ, 0.0,  -
2015-3-27, 9.1กษ, 16.2กษ, 3.2กษ, 0.0,  -
2015-3-28, 9.7กษ, 17.0กษ, 2.5กษ, 3.3,  -
2015-3-29, 10.5กษ, 16.5กษ, 7.0กษ, 5.0,  -
2015-3-30, 13.2กษ, 20.8กษ, 5.9กษ, 2.0,  -
2015-3-31, 12.9กษ, 14.9กษ, 10.0กษ, 8.9, 2.5mm
2015-4-1, 12.9กษ, 17.6กษ, 10.0กษ, 7.1, 2.5mm
2015-4-2, 14.8กษ, 21.8กษ, 8.5กษ, 8.4, 28.0mm
2015-4-3, 10.6กษ, 15.1กษ, 6.9กษ, 6.1, 3.5mm
2015-4-4, 13.5กษ, 18.5กษ, 8.9กษ, 8.0, 0.0mm
2015-4-5, 10.5กษ, 12.2กษ, 10.1กษ, 10.0, 0.5mm
2015-4-6, 10.3กษ, 15.4กษ, 6.9กษ, 8.8,  -
2015-4-7, 8.4กษ, 12.2กษ, 5.5กษ, 7.6, 0.0mm
2015-4-8, 8.3กษ, 13.7กษ, 3.5กษ, 3.8,  -
2015-4-9, 9.6กษ, 16.3กษ, 3.8กษ, 2.8,  -
2015-4-10, 11.6กษ, 19.2กษ, 4.6กษ, 0.1,  -
2015-4-11, 13.5กษ, 20.7กษ, 6.7กษ, 0.4,  -
2015-4-12, 14.9กษ, 20.4กษ, 9.1กษ, 7.9,  -
2015-4-13, 12.0กษ, 17.6กษ, 7.4กษ, 9.0, 6.5mm
2015-4-14, 6.9กษ, 8.0กษ, 5.8กษ, 10.0, 10.5mm
2015-4-15, 11.1กษ, 17.0กษ, 5.6กษ, 4.4, 1.0mm
2015-4-16, 9.9กษ, 14.8กษ, 6.9กษ, 4.6, 7.0mm
2015-4-17, 10.5กษ, 16.1กษ, 4.8กษ, 0.3,  -
2015-4-18, 15.2กษ, 23.7กษ, 5.2กษ, 5.0, 0.0mm
2015-4-19, 14.5กษ, 17.3กษ, 11.2กษ, 9.9, 12.0mm
2015-4-20, 12.2กษ, 16.8กษ, 10.3กษ, 6.0, 5.5mm
2015-4-21, 14.0กษ, 20.9กษ, 7.7กษ, 1.8,  -
2015-4-22, 14.2กษ, 20.7กษ, 9.3กษ, 2.8, 0.0mm
2015-4-23, 14.5กษ, 20.1กษ, 8.0กษ, 3.5,  -
2015-4-24, 15.7กษ, 22.8กษ, 10.4กษ, 0.9,  -
2015-4-25, 15.9กษ, 23.0กษ, 9.2กษ, 0.0,  -
2015-4-26, 17.3กษ, 24.4กษ, 9.9กษ, 0.0,  -
2015-4-27, 18.5กษ, 24.9กษ, 12.7กษ, 1.0,  -
2015-4-28, 20.3กษ, 26.9กษ, 12.3กษ, 7.1, 0.0mm
2015-4-29, 17.0กษ, 18.4กษ, 15.8กษ, 9.0, 3.5mm
2015-4-30, 21.2กษ, 28.3กษ, 15.1กษ, 2.8,  -
2015-5-1, 21.0กษ, 27.2กษ, 15.9กษ, 0.0,  -
2015-5-2, 20.7กษ, 26.0กษ, 15.8กษ, 7.1, 0.5mm
2015-5-3, 18.3กษ, 19.6กษ, 17.1กษ, 8.9, 3.5mm
2015-5-4, 16.1กษ, 20.1กษ, 12.5กษ, 1.6,  -
2015-5-5, 14.2กษ, 19.9กษ, 8.3กษ, 0.1,  -
2015-5-6, 15.4กษ, 22.0กษ, 9.8กษ, 6.8,  -
2015-5-7, 16.5กษ, 24.0กษ, 10.6กษ, 6.0,  -
2015-5-8, 16.7กษ, 22.7กษ, 11.7กษ, 8.6,  -
2015-5-9, 17.6กษ, 24.0กษ, 12.6กษ, 4.6,  -
2015-5-10, 19.1กษ, 25.9กษ, 13.5กษ, 2.6,  -
2015-5-11, 18.4กษ, 24.1กษ, 14.4กษ, 8.0, 14.0mm
2015-5-12, 13.3กษ, 17.5กษ, 10.3กษ, 7.4, 9.5mm
2015-5-13, 17.4กษ, 21.4กษ, 11.8กษ, 1.8, 0.0mm
2015-5-14, 20.4กษ, 26.6กษ, 15.3กษ, 4.8,  -
2015-5-15, 19.1กษ, 23.7กษ, 16.3กษ, 6.3,  -
2015-5-16, 18.0กษ, 25.2กษ, 11.6กษ, 0.4,  -
2015-5-17, 18.6กษ, 25.2กษ, 11.7กษ, 4.8,  -
2015-5-18, 17.7กษ, 22.2กษ, 13.7กษ, 8.4,  -
2015-5-19, 14.8กษ, 16.2กษ, 13.0กษ, 9.4, 1.0mm
2015-5-20, 16.3กษ, 21.9กษ, 10.6กษ, 2.0,  -
2015-5-21, 18.7กษ, 26.0กษ, 12.6กษ, 2.5,  -
2015-5-22, 20.0กษ, 27.2กษ, 13.7กษ, 2.9,  -
2015-5-23, 20.6กษ, 28.3กษ, 13.6กษ, 1.9,  -
2015-5-24, 21.0กษ, 28.5กษ, 14.0กษ, 0.0,  -
2015-5-25, 20.8กษ, 28.7กษ, 14.4กษ, 0.0,  -
2015-5-26, 21.5กษ, 30.3กษ, 14.1กษ, 0.1,  -
2015-5-27, 23.2กษ, 31.5กษ, 14.4กษ, 2.0,  -
2015-5-28, 24.3กษ, 32.2กษ, 16.7กษ, 2.8,  -
2015-5-29, 23.8กษ, 29.8กษ, 18.5กษ, 7.3,  -
2015-5-30, 19.8กษ, 23.2กษ, 17.0กษ, 6.1, 0.4mm
2015-5-31, 22.1กษ, 30.4กษ, 15.3กษ, 3.0,  -
2015-6-1, 21.7กษ, 28.5กษ, 15.8กษ, 5.6,  -
2015-6-2, 23.1กษ, 29.8กษ, 18.1กษ, 7.8,  -
2015-6-3, 23.3กษ, 29.4กษ, 17.1กษ, 2.6,  -
2015-6-4, 24.2กษ, 31.5กษ, 17.1กษ, 4.6,  -
2015-6-5, 19.1กษ, 22.0กษ, 17.5กษ, 9.3, 1.0mm
2015-6-6, 22.4กษ, 28.9กษ, 16.4กษ, 3.5,  -
2015-6-7, 23.4กษ, 31.5กษ, 18.7กษ, 3.4,  -
2015-6-8, 22.4กษ, 27.8กษ, 18.2กษ, 7.9,  -
2015-6-9, 22.2กษ, 28.1กษ, 18.8กษ, 4.1,  -
2015-6-10, 25.3กษ, 34.9กษ, 17.6กษ, 2.6,  -
2015-6-11, 24.6กษ, 30.2กษ, 20.7กษ, 7.3, 7.5mm
2015-6-12, 23.6กษ, 29.9กษ, 19.4กษ, 5.8, 0.5mm
2015-6-13, 24.7กษ, 30.9กษ, 20.1กษ, 7.1, 0.5mm
2015-6-14, 22.8กษ, 27.7กษ, 17.8กษ, 5.3, 15.5mm
2015-6-15, 24.2กษ, 30.6กษ, 19.6กษ, 6.3,  -
2015-6-16, 25.0กษ, 30.9กษ, 20.0กษ, 4.6,  -
2015-6-17, 23.4กษ, 30.8กษ, 20.2กษ, 5.4, 9.5mm
2015-6-18, 24.8กษ, 31.3กษ, 19.6กษ, 7.1, 3.0mm
2015-6-19, 24.5กษ, 29.9กษ, 20.0กษ, 5.8,  -
2015-6-20, 19.6กษ, 22.6กษ, 17.0กษ, 7.5, 44.5mm
2015-6-21, 22.4กษ, 29.6กษ, 15.6กษ, 0.9,  -
2015-6-22, 24.0กษ, 29.1กษ, 19.4กษ, 3.8,  -
2015-6-23, 24.7กษ, 31.0กษ, 19.7กษ, 2.9,  -
2015-6-24, 25.7กษ, 30.6กษ, 21.1กษ, 6.1,  -
2015-6-25, 24.8กษ, 29.1กษ, 21.0กษ, 8.9, 2.0mm
2015-6-26, 21.0กษ, 25.3กษ, 18.0กษ, 9.6, 12.5mm
2015-6-27, 25.2กษ, 31.1กษ, 19.2กษ, 3.1,  -
2015-6-28, 25.4กษ, 31.1กษ, 21.0กษ, 3.0,  -
2015-6-29, 25.7กษ, 30.6กษ, 21.2กษ, 6.8, 0.0mm
2015-6-30, 24.4กษ, 29.2กษ, 21.9กษ, 9.1, 2.5mm
2015-7-1, 23.7กษ, 27.9กษ, 21.0กษ, 4.4, 0.5mm
2015-7-2, 23.7กษ, 29.3กษ, 20.4กษ, 4.6,  -
2015-7-3, 23.3กษ, 28.3กษ, 19.2กษ, 2.1,  -
2015-7-4, 24.1กษ, 29.9กษ, 18.2กษ, 1.9,  -
2015-7-5, 24.2กษ, 29.6กษ, 20.1กษ, 5.1,  -
2015-7-6, 25.3กษ, 32.5กษ, 20.2กษ, 3.9,  -
2015-7-7, 25.6กษ, 29.7กษ, 21.4กษ, 7.6,  -
2015-7-8, 23.4กษ, 26.3กษ, 20.7กษ, 9.4, 0.5mm
2015-7-9, 26.5กษ, 31.8กษ, 22.1กษ, 6.8,  -
2015-7-10, 29.2กษ, 34.3กษ, 23.6กษ, 5.6,  -
2015-7-11, 30.4กษ, 36.0กษ, 25.7กษ, 7.5, 0.0mm
2015-7-12, 24.8กษ, 28.0กษ, 24.0กษ, 10.0, 29.0mm
2015-7-13, 23.1กษ, 24.9กษ, 21.4กษ, 9.5, 10.0mm
2015-7-14, 26.1กษ, 31.4กษ, 22.5กษ, 5.0,  -
2015-7-15, 27.9กษ, 33.9กษ, 22.7กษ, 3.3,  -
2015-7-16, 24.7กษ, 28.9กษ, 20.6กษ, 3.9,  -
2015-7-17, 23.6กษ, 28.6กษ, 18.4กษ, 6.1,  -
2015-7-18, 24.3กษ, 27.8กษ, 22.3กษ, 9.9, 0.5mm
2015-7-19, 25.1กษ, 29.8กษ, 21.3กษ, 8.6, 5.0mm
2015-7-20, 27.5กษ, 31.2กษ, 24.4กษ, 8.5,  -
2015-7-21, 27.0กษ, 29.6กษ, 24.6กษ, 9.5, 11.0mm
2015-7-22, 27.7กษ, 31.7กษ, 25.3กษ, 8.5, 1.0mm
2015-7-23, 26.9กษ, 32.1กษ, 24.9กษ, 9.5, 16.0mm
2015-7-24, 24.7กษ, 25.4กษ, 22.6กษ, 10.0, 26.5mm
2015-7-25, 25.0กษ, 26.4กษ, 24.4กษ, 10.0, 80.0mm
2015-7-26, 26.0กษ, 30.0กษ, 23.5กษ, 8.4, 40.5mm
2015-7-27, 26.2กษ, 30.0กษ, 24.4กษ, 8.4, 1.5mm
2015-7-28, 27.7กษ, 31.2กษ, 24.6กษ, 7.3, 0.0mm
2015-7-29, 26.7กษ, 28.8กษ, 24.8กษ, 8.4, 4.0mm
2015-7-30, 28.6กษ, 33.1กษ, 25.5กษ, 6.9,  -
2015-7-31, 27.9กษ, 32.4กษ, 26.2กษ, 6.6,  -
2015-8-1, 28.2กษ, 31.6กษ, 26.0กษ, 6.9,  -
2015-8-2, 26.5กษ, 29.2กษ, 24.1กษ, 8.4, 16.5mm
2015-8-3, 27.9กษ, 31.5กษ, 25.6กษ, 5.8, 0.0mm
2015-8-4, 27.5กษ, 30.8กษ, 25.4กษ, 8.5,  -
2015-8-5, 28.6กษ, 32.7กษ, 25.9กษ, 6.6, 0.1mm
2015-8-6, 29.3กษ, 34.4กษ, 24.5กษ, 3.1,  -
2015-8-7, 28.9กษ, 34.4กษ, 26.0กษ, 2.8, 11.0mm
2015-8-8, 26.6กษ, 33.0กษ, 24.3กษ, 6.5, 7.5mm
2015-8-9, 26.7กษ, 31.0กษ, 23.3กษ, 6.6,  -
2015-8-10, 27.0กษ, 32.0กษ, 23.9กษ, 6.5,  -
2015-8-11, 26.8กษ, 30.6กษ, 24.5กษ, 6.4,  -
2015-8-12, 27.3กษ, 32.9กษ, 22.1กษ, 2.0,  -
2015-8-13, 26.5กษ, 31.1กษ, 23.9กษ, 4.8, 0.0mm
2015-8-14, 26.9กษ, 32.5กษ, 22.7กษ, 3.9,  -
2015-8-15, 27.1กษ, 30.8กษ, 23.1กษ, 4.3, 0.1mm
2015-8-16, 25.8กษ, 31.2กษ, 20.7กษ, 8.3, 29.0mm
2015-8-17, 26.6กษ, 32.9กษ, 19.8กษ, 3.3,  -
2015-8-18, 27.9กษ, 32.2กษ, 24.1กษ, 5.1,  -
2015-8-19, 26.8กษ, 29.7กษ, 24.2กษ, 8.6, 0.0mm
2015-8-20, 25.4กษ, 28.1กษ, 24.2กษ, 9.6, 0.4mm
2015-8-21, 25.2กษ, 29.3กษ, 23.0กษ, 7.1, 2.5mm
2015-8-22, 25.5กษ, 29.6กษ, 23.4กษ, 6.9, 0.0mm
2015-8-23, 26.3กษ, 31.7กษ, 20.9กษ, 4.4,  -
2015-8-24, 26.3กษ, 30.3กษ, 23.3กษ, 6.8,  -
2015-8-25, 21.7กษ, 24.5กษ, 19.2กษ, 9.9, 5.5mm
2015-8-26, 21.9กษ, 25.3กษ, 18.9กษ, 8.5, 0.0mm
2015-8-27, 24.7กษ, 30.0กษ, 21.2กษ, 1.9, 0.0mm
2015-8-28, 23.2กษ, 28.1กษ, 19.0กษ, 5.0, 0.3mm
2015-8-29, 24.4กษ, 30.8กษ, 19.0กษ, 1.3,  -
2015-8-30, 24.9กษ, 31.0กษ, 19.9กษ, 1.3, 0.0mm
2015-8-31, 25.9กษ, 31.2กษ, 21.0กษ, 3.8,  -
2015-9-1, 25.9กษ, 30.7กษ, 22.6กษ, 7.4,  -
2015-9-2, 23.9กษ, 27.7กษ, 22.0กษ, 8.5, 0.5mm
2015-9-3, 23.9กษ, 28.2กษ, 19.8กษ, 4.1, 18.0mm
2015-9-4, 24.8กษ, 30.7กษ, 20.6กษ, 5.0,  -
2015-9-5, 21.9กษ, 23.6กษ, 19.4กษ, 9.4, 5.0mm
2015-9-6, 22.2กษ, 26.2กษ, 19.3กษ, 4.8,  -
2015-9-7, 22.6กษ, 28.7กษ, 16.8กษ, 0.5,  -
2015-9-8, 22.7กษ, 28.9กษ, 16.2กษ, 0.0,  -
2015-9-9, 22.4กษ, 30.1กษ, 15.3กษ, 0.4,  -
2015-9-10, 22.4กษ, 28.4กษ, 17.0กษ, 0.9,  -
2015-9-11, 21.0กษ, 24.4กษ, 16.8กษ, 9.3, 2.5mm
2015-9-12, 19.2กษ, 24.0กษ, 15.5กษ, 7.9,  -
2015-9-13, 20.2กษ, 26.0กษ, 15.2กษ, 0.5,  -
2015-9-14, 22.1กษ, 27.8กษ, 16.4กษ, 3.6,  -
2015-9-15, 22.8กษ, 28.7กษ, 17.4กษ, 3.8,  -
2015-9-16, 21.6กษ, 26.7กษ, 16.0กษ, 4.8,  -
2015-9-17, 21.4กษ, 27.6กษ, 15.5กษ, 1.5,  -
2015-9-18, 21.9กษ, 29.2กษ, 15.9กษ, 2.5,  -
2015-9-19, 22.3กษ, 29.0กษ, 17.0กษ, 2.6,  -
2015-9-20, 22.1กษ, 28.3กษ, 17.9กษ, 4.5,  -
2015-9-21, 22.6กษ, 29.4กษ, 16.5กษ, 0.4,  -
2015-9-22, 23.9กษ, 31.0กษ, 18.0กษ, 0.5,  -
2015-9-23, 22.0กษ, 26.1กษ, 19.0กษ, 6.6,  -
2015-9-24, 23.4กษ, 30.6กษ, 17.5กษ, 3.0,  -
2015-9-25, 23.4กษ, 29.8กษ, 19.0กษ, 2.9,  -
2015-9-26, 22.4กษ, 28.0กษ, 17.9กษ, 1.9,  -
2015-9-27, 21.9กษ, 29.8กษ, 14.2กษ, 0.0,  -
2015-9-28, 21.4กษ, 28.3กษ, 15.5กษ, 5.8, 0.0mm
2015-9-29, 22.1กษ, 28.2กษ, 15.9กษ, 3.4,  -
2015-9-30, 21.3กษ, 26.2กษ, 19.4กษ, 8.9,  -
2015-10-1, 16.3กษ, 19.7กษ, 10.7กษ, 8.3, 35.0mm
2015-10-2, 16.5กษ, 21.5กษ, 8.6กษ, 2.8,  -
2015-10-3, 19.2กษ, 24.5กษ, 13.3กษ, 4.5,  -
2015-10-4, 16.6กษ, 22.4กษ, 11.2กษ, 6.3,  -
2015-10-5, 18.0กษ, 25.6กษ, 11.0กษ, 0.1,  -
2015-10-6, 18.7กษ, 26.3กษ, 12.1กษ, 0.0,  -
2015-10-7, 19.6กษ, 25.7กษ, 14.1กษ, 4.8,  -
2015-10-8, 20.1กษ, 26.4กษ, 15.7กษ, 3.9,  -
2015-10-9, 16.2กษ, 20.5กษ, 12.8กษ, 0.8,  -
2015-10-10, 12.8กษ, 17.2กษ, 10.4กษ, 8.6, 3.5mm
2015-10-11, 10.8กษ, 14.4กษ, 8.1กษ, 6.8, 3.5mm
2015-10-12, 12.3กษ, 17.9กษ, 8.2กษ, 2.3,  -
2015-10-13, 15.0กษ, 21.3กษ, 7.8กษ, 0.8,  -
2015-10-14, 17.1กษ, 24.5กษ, 10.9กษ, 0.1,  -
2015-10-15, 17.9กษ, 26.1กษ, 12.1กษ, 3.1,  -
2015-10-16, 17.5กษ, 24.2กษ, 13.2กษ, 2.4,  -
2015-10-17, 18.7กษ, 26.6กษ, 12.4กษ, 0.0,  -
2015-10-18, 17.9กษ, 24.2กษ, 12.4กษ, 0.1,  -
2015-10-19, 18.1กษ, 23.9กษ, 13.6กษ, 0.5,  -
2015-10-20, 18.8กษ, 25.1กษ, 15.4กษ, 2.9,  -
2015-10-21, 17.9กษ, 22.7กษ, 13.9กษ, 0.0,  -
2015-10-22, 17.5กษ, 23.1กษ, 14.5กษ, 2.1,  -
2015-10-23, 17.5กษ, 21.4กษ, 15.2กษ, 6.1,  -
2015-10-24, 16.9กษ, 22.0กษ, 13.2กษ, 4.4, 10.5mm
2015-10-25, 16.3กษ, 22.8กษ, 12.1กษ, 0.9,  -
2015-10-26, 15.0กษ, 18.7กษ, 12.0กษ, 8.5, 2.0mm
2015-10-27, 12.1กษ, 15.9กษ, 7.7กษ, 4.6, 26.5mm
2015-10-28, 9.9กษ, 15.8กษ, 5.6กษ, 0.3,  -
2015-10-29, 8.4กษ, 14.7กษ, 3.2กษ, 2.0, 0.5mm
2015-10-30, 5.4กษ, 10.4กษ, 1.7กษ, 0.1,  -
2015-10-31, 5.7กษ, 12.3กษ, 1.1กษ, 0.0,  -
2015-11-1, 7.0กษ, 12.6กษ, 1.3กษ, 7.3,  -
2015-11-2, 10.8กษ, 15.2กษ, 6.1กษ, 4.9,  -
2015-11-3, 11.8กษ, 18.7กษ, 6.6กษ, 0.0,  -
2015-11-4, 12.2กษ, 19.8กษ, 5.8กษ, 2.0,  -
2015-11-5, 13.2กษ, 19.2กษ, 8.6กษ, 2.5,  -
2015-11-6, 13.5กษ, 19.2กษ, 9.6กษ, 7.1, 4.5mm
2015-11-7, 10.5กษ, 11.7กษ, 9.3กษ, 10.0, 24.5mm
2015-11-8, 11.1กษ, 11.8กษ, 10.3กษ, 10.0, 10.5mm
2015-11-9, 10.8กษ, 12.1กษ, 9.8กษ, 9.8, 3.5mm
2015-11-10, 10.0กษ, 13.5กษ, 7.7กษ, 5.9,  -
2015-11-11, 11.6กษ, 17.7กษ, 6.6กษ, 3.6,  -
2015-11-12, 14.5กษ, 21.0กษ, 10.2กษ, 3.1,  -
2015-11-13, 11.5กษ, 13.1กษ, 10.5กษ, 9.8, 22.5mm
2015-11-14, 12.8กษ, 14.2กษ, 11.0กษ, 9.4, 3.5mm
2015-11-15, 13.4กษ, 17.2กษ, 10.6กษ, 6.3,  -
2015-11-16, 12.2กษ, 14.0กษ, 10.7กษ, 9.3, 5.5mm
2015-11-17, 13.9กษ, 19.3กษ, 11.0กษ, 4.6,  -
2015-11-18, 10.4กษ, 12.6กษ, 8.4กษ, 8.9, 5.5mm
2015-11-19, 8.9กษ, 10.8กษ, 6.7กษ, 7.6,  -
2015-11-20, 9.8กษ, 14.4กษ, 7.1กษ, 5.8,  -
2015-11-21, 9.2กษ, 15.4กษ, 5.0กษ, 2.1,  -
2015-11-22, 10.2กษ, 15.7กษ, 5.9กษ, 8.1, 3.5mm
2015-11-23, 8.5กษ, 11.0กษ, 6.5กษ, 9.5, 6.5mm
2015-11-24, 5.6กษ, 8.8กษ, 2.7กษ, 8.3, 0.5mm
2015-11-25, 2.4กษ, 5.3กษ, 0.9กษ, 9.4, 11.0mm
2015-11-26, -2.7กษ, 0.9กษ, -4.8กษ, 7.0, 0.0mm
2015-11-27, -2.8กษ, 2.0กษ, -7.3กษ, 4.4,  -
2015-11-28, 0.1กษ, 2.6กษ, -2.7กษ, 7.6, 0.1mm
2015-11-29, 2.5กษ, 3.9กษ, 1.0กษ, 9.8, 3.0mm
2015-11-30, 4.1กษ, 8.5กษ, 0.9กษ, 2.5,  -
2015-12-1, 4.0กษ, 10.4กษ, -1.3กษ, 1.5,  -
2015-12-2, 6.0กษ, 8.5กษ, 2.9กษ, 7.8, 13.5mm
2015-12-3, -0.7กษ, 3.3กษ, -3.2กษ, 8.3, 7.1mm
2015-12-4, -0.4กษ, 3.1กษ, -4.4กษ, 3.4,  -
2015-12-5, 3.4กษ, 7.2กษ, 0.6กษ, 6.3,  -
2015-12-6, 1.3กษ, 7.8กษ, -2.0กษ, 5.0,  -
2015-12-7, 1.9กษ, 6.7กษ, -3.4กษ, 1.9,  -
2015-12-8, 2.9กษ, 9.6กษ, -1.4กษ, 0.0,  -
