사용월,호선명,지하철역,22시-23시 하차인원,23시-24시 하차인원,00시-01시 하차인원,총하차승객수
201703,6호선,고려대(종암),16025,12736,3467,48253
201703,6호선,월곡(동덕여대),23565,16615,4802,68547
201703,6호선,상월곡(한국과학기술연구원),12487,8852,2682,36508
201703,6호선,돌곶이,17738,11728,4283,51487
201703,6호선,석계,31653,22246,7096,92648
201703,6호선,태릉입구,13297,10974,4863,42431
201703,6호선,화랑대(서울여대입구),26067,17849,5962,75945
201703,6호선,봉화산(서울의료원),21646,14728,4941,62961
201703,7호선,도봉산,26534,18775,8025,79868
201703,공항철도 1호선,김포공항,3599,2217,1219,10634
201703,공항철도 1호선,디지털미디어시티,7681,4988,2345,22695
201703,공항철도 1호선,홍대입구,10314,9338,2762,32728
201703,공항철도 1호선,공덕,3885,2736,1364,11870
201703,공항철도 1호선,서울역,9245,4826,2899,26215
201703,7호선,수락산,31142,21917,8114,92315
201703,7호선,마들,26858,18805,7481,80002
201703,7호선,노원,25364,18783,7618,77129
201703,7호선,중계,30525,21447,7384,89881
201703,5호선,군자(능동),25987,17333,7670,76977
201703,5호선,장한평,27552,18298,5795,79197
201703,5호선,답십리,30033,19578,5597,85241
201703,5호선,마장,9078,5630,1859,25645
201703,5호선,왕십리(성동구청),6598,4006,2553,19755
201703,5호선,행당,17382,9801,3078,47643
201703,5호선,신금호,11315,7124,2402,32156
201703,5호선,청구,6315,4183,1300,18113
201703,5호선,동대문역사문화공원,2273,1846,567,6959
201703,5호선,을지로4가,1331,1030,339,4031
201703,5호선,종로3가,6569,4364,1494,18996
201703,5호선,광화문(세종문화회관),9058,5185,1789,25090
201703,5호선,서대문,11368,6226,2093,31055
201703,5호선,충정로(경기대입구),5073,3498,968,14612
201703,5호선,애오개,11056,7053,3415,32580
201703,5호선,공덕,13493,8685,2322,37993
201703,5호선,마포,16842,10698,2947,47329
201703,5호선,여의나루,4974,2829,1040,13817
201703,5호선,여의도,9107,5415,3449,27078
201703,5호선,신길,6551,4336,1159,18597
201703,5호선,영등포시장,7604,5070,1194,21472
201703,5호선,영등포구청,3810,2251,541,10412
201703,5호선,오목교(목동운동장앞),33678,21655,6273,95284
201703,5호선,목동,40655,26157,8540,116007
201703,5호선,신정(은행정),28780,20515,5922,83997
201703,5호선,까치산,73185,47214,14081,207665
201703,5호선,화곡,65223,42211,12288,184945
201703,7호선,하계,38788,27664,9830,115070
201703,7호선,공릉(서울과학기술대),24183,17122,6424,71912
201703,7호선,태릉입구,16209,10064,4680,47162
201703,7호선,먹골,23101,15386,4531,66119
201703,7호선,중화,23632,15335,5104,67703
201703,7호선,상봉(시외버스터미널),31268,21657,9080,93273
201703,7호선,면목,34298,21924,7307,97827
201703,7호선,사가정,33076,19668,7123,92943
201703,7호선,용마산,15277,9704,3572,43830
201703,7호선,중곡,20009,13510,3906,57434
201703,7호선,군자(능동),17646,11251,3436,49979
201703,7호선,어린이대공원(세종대),16657,11541,4048,48903
201703,7호선,건대입구,18119,10651,5923,52812
201703,7호선,뚝섬유원지,16192,9199,2611,44194
201703,7호선,청담,12232,8092,5057,37613
201703,7호선,강남구청,7441,5519,2380,22781
201703,7호선,학동,7902,6497,2258,24559
201703,7호선,논현,12529,8007,3208,36273
201703,7호선,반포,6168,3611,1174,17121
201703,7호선,고속터미널,8356,5308,1514,23534
201703,7호선,내방,14403,8912,4467,42185
201703,7호선,이수,22869,13979,4626,64343
201703,7호선,남성,22909,14244,5096,65158
201703,경춘선,신내,686,398,172,1942
201703,경인선,온수(성공회대입구),13482,8760,2154,37878
201703,경인선,구일,13152,8576,1247,36127
201703,경인선,오류동,22721,15611,3641,64694
201703,경인선,개봉,52344,34815,4490,143993
201703,중앙선,회기,51484,38586,9885,151439
201703,중앙선,중랑,11325,6855,1663,31168
201703,중앙선,상봉(시외버스터미널),11786,7315,2494,33381
201703,중앙선,망우,12815,9318,2389,37337
201703,7호선,숭실대입구(살피재),28978,20149,5818,83923
201703,7호선,상도,20819,14560,4592,60790
201703,7호선,장승배기,21021,12795,4784,59621
201703,5호선,우장산,36271,23906,6619,103067
201703,5호선,발산,15374,9276,3178,43202
201703,5호선,마곡,10314,6488,2762,29878
201703,5호선,김포공항,2170,1079,390,5809
201703,5호선,개화산,11256,6882,2773,32167
201703,5호선,방화,16753,11379,4307,49192
201703,4호선,남태령,1109,751,367,3336
201703,4호선,사당,43853,28916,11043,127665
201703,4호선,총신대입구(이수),38547,24518,6389,108001
201703,4호선,동작(현충원),3684,2408,985,10761
201703,4호선,이촌(국립중앙박물관),10874,6552,2311,30611
201703,4호선,신용산,8646,4866,1371,23529
201703,4호선,삼각지,6487,4530,1585,19089
201703,4호선,숙대입구(갈월),21316,14355,3775,60762
201703,4호선,서울역,24812,15776,5911,71311
201703,4호선,회현(남대문시장),10033,7039,2188,29293
201703,4호선,명동,20701,12323,4341,58066
201703,4호선,충무로,18498,13231,4257,54484
201703,4호선,동대문역사문화공원,18798,14088,4036,55720
201703,4호선,동대문,10929,10979,3121,35958
201703,4호선,혜화,26284,16896,6715,76179
201703,4호선,한성대입구(삼선교),26731,17066,10648,81176
201703,4호선,성신여대입구(돈암),43719,31739,8035,127212
201703,4호선,길음,59675,38976,9366,167692
201703,4호선,미아사거리,67916,40367,9462,185661
201703,4호선,미아(서울사이버대학),33805,22360,5698,95668
201703,7호선,신대방삼거리,30888,20394,6585,88755
201703,7호선,보라매,13603,8804,3360,39370
201703,7호선,신풍,20961,11173,3584,56679
201703,7호선,대림(구로구청),18497,8627,2103,47724
201703,7호선,남구로,23655,12513,3182,63005
201703,7호선,가산디지털단지,12108,8733,3001,35950
201703,7호선,천왕,16781,11033,3870,48465
201703,7호선,온수(성공회대입구),21598,14868,7446,65510
201703,8호선,암사,35853,24293,6115,102114
201703,8호선,천호(풍납토성),34625,21829,7158,98237
201703,8호선,강동구청,20059,10724,3859,54701
201703,8호선,몽촌토성(평화의문),8171,4095,1651,22088
201703,8호선,잠실(송파구청),8275,4786,1938,23274
201703,경의선,수색,2090,1401,280,5861
201703,경의선,디지털미디어시티,3733,2752,573,10791
201703,경의선,가좌,6138,5242,1136,18654
201703,경의선,홍대입구,2130,1721,360,6341
201703,경의선,서강대,2021,1506,291,5839
201703,경의선,공덕,2857,1802,551,8067
201703,경의선,효창공원앞,3430,2202,525,9587
201703,경의선,신촌,395,296,80,1166
201703,경의선,서울역,145,1547,153,1990
201703,8호선,석촌,13231,9579,2562,38603
201703,8호선,송파,6512,4511,940,18475
201703,8호선,가락시장,9758,6188,2531,28235
201703,8호선,문정,10801,5964,2167,29733
201703,8호선,장지,25024,15615,4989,70652
201703,8호선,복정,15734,7822,1748,41038
201703,9호선,개화,8316,5584,1677,23893
201703,9호선,김포공항,6735,4225,2141,19836
201703,4호선,수유(강북구청),99843,65984,17049,282719
201703,4호선,쌍문,77372,53133,17763,225640
201703,4호선,창동,67283,48888,17001,200455
201703,4호선,노원,48255,37134,12890,146534
201703,4호선,상계,47482,36276,11480,142720
201703,4호선,당고개,28988,21565,7688,87229
201703,3호선,오금,15133,9686,2983,42935
201703,3호선,경찰병원,12678,8567,2324,36247
201703,3호선,가락시장,15923,9968,3154,44968
201703,3호선,수서,27554,13754,6213,75075
201703,3호선,일원,13716,7307,2566,37305
201703,3호선,대청,19543,12245,3872,55203
201703,3호선,학여울,3241,2042,762,9286
201703,3호선,대치,19415,11774,4090,54694
201703,3호선,도곡,9936,6111,3377,29360
201703,3호선,매봉,11221,6426,2080,30948
201703,3호선,양재(서초구청),37252,21589,6349,102442
201703,3호선,남부터미널(예술의전당),25809,13729,3554,68901
201703,3호선,교대(법원.검찰청),5648,3612,1196,16104
201703,3호선,고속터미널,40074,20622,4537,105307
201703,3호선,잠원,13399,7071,2182,36051
201703,3호선,신사,16746,12524,4724,50740
201703,3호선,압구정,17636,10236,3728,49236
201703,3호선,옥수,21670,12442,3074,58856
201703,3호선,금호,18445,11323,3262,51475
201703,3호선,약수,23209,14983,5922,67323
201703,3호선,동대입구,6413,4347,1408,18581
201703,3호선,충무로,0,0,0,0
201703,9호선,공항시장,7868,5683,2134,23553
201703,9호선,신방화,18709,15346,4598,57362
201703,9호선,마곡나루,9710,6901,2535,28856
201703,9호선,양천향교,17173,12022,4470,50838
201703,9호선,가양,45124,31203,10605,132056
201703,9호선,증미,11466,7113,2322,32367
201703,9호선,등촌,19744,12852,4313,56653
201703,9호선,염창,44303,29045,8724,126375
201703,9호선,신목동,8687,6314,2287,25975
201703,9호선,선유도,9089,5388,1954,25520
201703,9호선,당산,39591,25114,8696,112992
201703,9호선,국회의사당,3995,2777,975,11742
201703,9호선,여의도,8570,5945,2048,25133
201703,9호선,샛강,4505,2592,1174,12776
201703,9호선,노량진,48196,30064,7785,134241
201703,9호선,노들,9925,5678,1606,27134
201703,9호선,흑석(중앙대입구),17005,11506,3595,49111
201703,9호선,동작(현충원),2300,1533,1122,7255
201703,9호선,구반포,4510,2516,768,12304
201703,9호선,신반포,5555,3027,951,15088
201703,9호선,고속터미널,20321,11212,2684,54538
201703,9호선,사평,4785,3070,1026,13666
201703,9호선,신논현,28315,16906,4670,78206
201703,9호선2단계,언주,6564,4528,1821,19477
201703,9호선2단계,선정릉,6462,4778,1871,19573
201703,9호선2단계,삼성중앙,4990,3093,1021,14094
201703,9호선2단계,봉은사,7203,4666,1400,20472
201703,9호선2단계,종합운동장,11566,8105,2378,33615
201703,경부선,서울역,188,51,6,433
201703,경부선,남영,14047,9016,1962,39072
201703,경부선,용산,18815,6878,2412,46920
201703,경부선,노량진,20415,13547,3248,57625
201703,경부선,대방,25073,15836,3406,69388
201703,경부선,영등포,42832,23540,6241,115445
201703,경부선,신도림,5434,3434,1706,16008
201703,경부선,신길,16530,10102,2934,46096
201703,경부선,구로,29296,21495,20508,100595
201703,경부선,가산디지털단지,14367,9018,1433,39185
201703,경부선,금천구청,20844,13487,1594,56769
201703,경부선,독산,25060,15576,1355,67051
201703,2호선,한양대,7144,5084,1906,21278
201703,2호선,뚝섬,19870,13151,4736,57627
201703,2호선,성수,20124,14518,8831,63597
201703,2호선,건대입구,82596,52007,18089,235288
201703,2호선,구의(광진구청),52619,31658,10878,147774
201703,2호선,강변(동서울터미널),82220,46718,12300,223458
201703,2호선,잠실나루,30144,18869,6416,85573
201703,2호선,잠실(송파구청),119753,73318,19156,331980
201703,2호선,잠실새내,48879,28727,9605,136090
201703,2호선,종합운동장,23282,14357,4249,65170
201703,2호선,삼성(무역센터),22535,12385,6625,64080
201703,2호선,선릉,24637,15304,7332,71910
201703,3호선,을지로3가,2882,2179,604,8547
201703,3호선,종로3가,4138,2753,1069,12098
201703,3호선,안국,7217,4314,1400,20148
201703,3호선,경복궁(정부서울청사),14587,8565,2577,40316
201703,3호선,독립문,11083,7517,3128,32811
201703,3호선,무악재,10623,6929,2066,30241
201703,3호선,홍제,38804,24970,7056,109634
201703,3호선,녹번,26531,17148,4351,74561
201703,3호선,불광,36910,23212,7086,104118
201703,3호선,연신내,92618,61986,21201,268423
201703,3호선,구파발,33842,24026,8446,100156
201703,2호선,용두(동대문구청),2970,2199,623,8762
201703,2호선,신정네거리,22497,16123,4897,66014
201703,2호선,양천구청,17580,13814,5152,54126
201703,2호선,도림천,1321,1111,369,4122
201703,2호선,신설동,2836,2081,638,8391
201703,2호선,신답,2540,2108,611,7799
201703,2호선,용답,6468,4024,1158,18118
201703,2호선,충정로(경기대입구),15115,10468,3285,43983
201703,2호선,아현,19026,13260,4238,55550
201703,2호선,이대,21603,16060,5249,64515
201703,2호선,신촌,54024,39069,13556,160673
201703,2호선,홍대입구,92869,67995,25664,279397
201703,2호선,합정,41358,28724,9836,121276
201703,2호선,당산,45434,30859,9088,130815
201703,2호선,영등포구청,26595,19004,6715,78909
201703,2호선,문래,23248,16268,5353,68117
201703,2호선,역삼,19525,12992,4590,56632
201703,2호선,강남,65019,40803,12374,183215
201703,2호선,교대(법원.검찰청),34136,19978,5909,94159
201703,2호선,서초,13517,8185,2171,37390
201703,1호선,청량리(서울시립대입구),37396,25494,7986,108272
201703,1호선,동묘앞,7222,4694,3572,22710
201703,2호선,시청,7016,4743,1790,20565
201703,2호선,을지로입구,19586,12237,4551,55960
201703,2호선,을지로3가,7546,5666,1751,22509
201703,2호선,을지로4가,5163,4036,1177,15539
201703,2호선,동대문역사문화공원,21901,16082,6096,65980
201703,2호선,신당,23742,15095,5511,68090
201703,2호선,상왕십리,23931,15865,5515,69242
201703,2호선,왕십리(성동구청),28903,20237,8850,86893
201703,2호선,방배,30248,17815,5729,84040
201703,2호선,사당,91061,59168,19270,260560
201703,2호선,낙성대,74891,50072,15594,215448
201703,2호선,서울대입구(관악구청),118091,76974,26738,339894
201703,2호선,봉천,51114,28797,9367,140392
201703,2호선,신림,186731,120881,40839,535182
201703,2호선,신대방,78690,45042,13240,215662
201703,2호선,구로디지털단지,123289,74676,20894,342148
201703,2호선,대림(구로구청),78182,40059,11105,207528
201703,2호선,신도림,107954,81735,35957,333600
201703,1호선,서울역,44426,24151,8963,121966
201703,1호선,시청,6947,4153,1431,19478
201703,1호선,종각,9792,6386,1793,27763
201703,1호선,종로3가,9329,6350,2880,27888
201703,1호선,종로5가,6681,4863,1345,19570
201703,1호선,동대문,20182,17332,5355,63051
201703,1호선,신설동,16984,11717,2622,48307
201703,1호선,제기동,14257,9698,2135,40347
201703,경원선,방학,15259,10410,2240,43168
201703,경원선,도봉,9985,6901,1571,28442
201703,분당선,선정릉,5204,3365,798,14571
201703,분당선,강남구청,8314,5223,1209,23060
201703,분당선,압구정로데오,6723,3883,756,18085
201703,분당선,서울숲,11108,5911,1284,29411
201703,분당선,복정,0,0,0,0
201703,분당선,수서,17659,10263,1685,47266
201703,분당선,대모산입구,6423,4086,787,17719
201703,분당선,개포동,7711,5281,733,21436
201703,분당선,구룡,3733,2924,436,10826
201703,분당선,도곡,9135,5982,862,25114
201703,분당선,한티,16938,10944,1259,46079
201703,분당선,선릉,6811,4681,951,19254
201703,경원선,창동,0,0,0,0
201703,경원선,녹천,9073,6524,1862,26532
201703,경원선,월계,7708,4933,1243,21592
201703,경원선,광운대,17972,13844,7296,57084
201703,경원선,석계,27748,16000,3928,75424
201703,경원선,신이문,21947,14056,3319,61269
201703,경원선,외대앞,23729,18769,4528,70755
201703,경원선,청량리(서울시립대입구),17734,12689,5531,53688
201703,경원선,왕십리(성동구청),32344,17349,6611,88648
201703,경원선,응봉,3218,2224,447,9107
201703,경원선,옥수,5,0,0,10
201703,경원선,한남,3729,2815,547,10820
201703,경원선,서빙고,2262,1470,441,6435
201703,경원선,이촌(국립중앙박물관),5959,3537,1155,16610
201703,6호선,합정,17846,12258,3939,51889
201703,6호선,상수,13340,10075,2913,39668
201703,6호선,광흥창(서강),12279,8103,2254,34915
201703,6호선,대흥(서강대앞),11194,8114,2244,32746
201703,6호선,공덕,20272,13424,6036,60004
201703,6호선,효창공원앞,9581,6427,2487,28076
201703,6호선,삼각지,8824,5989,1615,25252
201703,6호선,녹사평(용산구청),6685,5463,1667,20500
201703,6호선,이태원,26522,22831,7663,83538
201703,6호선,망원,20826,13174,3798,58624
201703,6호선,마포구청,21829,13931,4232,61821
201703,6호선,월드컵경기장(성산),5844,3690,973,16351
201703,6호선,디지털미디어시티,24876,17294,6079,73125
201703,6호선,증산(명지대앞),24939,16566,5018,71462
201703,6호선,새절(신사),31745,20404,5903,89797
201703,6호선,구산,11016,8108,3011,33151
201703,6호선,연신내,0,0,0,0
201703,6호선,독바위,7819,4933,1975,22546
201703,6호선,불광,9340,6327,2130,27137
201703,6호선,역촌,9221,7512,2355,28309
201703,6호선,응암,43889,29508,9503,126789
201703,5호선,마천,11022,7032,3202,32278
201703,5호선,거여,13759,7954,3369,38841
201703,5호선,개롱,14126,8550,3628,40430
201703,5호선,오금,5175,4244,1490,16084
201703,5호선,방이,9285,7643,2603,28816
201703,5호선,올림픽공원(한국체대),5958,5248,1329,18493
201703,5호선,둔촌동,25754,16880,4092,72480
201703,5호선,상일동,21911,15949,3767,63538
201703,5호선,고덕,17587,10884,3516,49574
201703,5호선,명일,17630,10877,3860,49997
201702,5호선,광나루(장신대),19237,11704,2974,53152
201702,분당선,선정릉,4356,2873,728,12313
201702,분당선,강남구청,7236,4504,1105,20081
201702,분당선,압구정로데오,5717,3374,684,15492
201702,분당선,서울숲,9512,5143,1087,25254
201702,분당선,복정,0,0,0,0
201702,분당선,수서,15173,8705,1516,40567
201702,분당선,대모산입구,5621,3551,732,15525
201702,분당선,개포동,6512,4372,581,17977
201702,분당선,구룡,2674,2159,282,7789
201702,분당선,도곡,7189,4757,669,19804
201702,분당선,한티,14144,8877,1034,38199
201702,분당선,선릉,5903,3900,892,16598
201702,공항철도 1호선,김포공항,3183,1958,1218,9542
201702,공항철도 1호선,디지털미디어시티,6934,4885,2477,21230
201702,공항철도 1호선,홍대입구,9404,8273,2710,29791
201702,공항철도 1호선,공덕,3318,2557,1352,10545
201702,공항철도 1호선,서울역,9126,4835,3372,26459
201702,경춘선,신내,537,329,172,1575
201702,경인선,온수(성공회대입구),11227,8000,1848,32302
201702,경인선,구일,11376,7711,1194,31657
201702,경인선,오류동,19436,13394,3482,55748
201702,경인선,개봉,43442,29855,4069,120808
201702,경의선,수색,1702,1137,215,4756
201702,경의선,디지털미디어시티,3332,2447,585,9696
201702,경의선,가좌,4835,4123,837,14630
201702,경의선,홍대입구,2190,1415,313,6108
201702,경의선,서강대,1746,1153,295,4940
201702,경의선,공덕,2477,1625,415,6994
201702,경의선,효창공원앞,2883,1907,429,8102
201702,경의선,신촌,308,219,68,903
201702,경의선,서울역,91,1261,110,1553
201702,경원선,도봉산,5749,4722,1998,18218
201702,경원선,도봉,8606,6035,1475,24722
201702,경원선,방학,12735,9087,2135,36692
201702,경원선,창동,0,0,0,0
201702,경원선,녹천,7592,5798,1645,22627
201702,경원선,월계,6371,4497,1109,18348
201702,경원선,광운대,15578,11629,6436,49221
201702,경원선,석계,23547,14150,3740,64984
201702,경원선,신이문,18858,12052,2793,52561
201702,경원선,외대앞,20135,14774,3919,58963
201702,경원선,청량리(서울시립대입구),17152,11519,4933,50756
201702,경원선,왕십리(성동구청),27302,14749,5836,75189
201702,경원선,응봉,2758,1827,338,7681
201702,경원선,옥수,6,0,0,12
201702,경원선,한남,3370,2550,503,9793
201702,경원선,서빙고,1769,1218,331,5087
201702,경원선,이촌(국립중앙박물관),4857,3180,835,13729
201702,경부선,독산,21411,13115,928,56865
201702,경부선,금천구청,16777,11357,928,45839
201702,경부선,가산디지털단지,12215,7624,1112,33166
201702,경부선,구로,24284,17984,16848,83400
201702,경부선,신길,14088,8591,2524,39291
201702,경부선,신도림,4626,2916,1525,13693
201702,경부선,영등포,36870,20875,5560,100175
201702,경부선,대방,19797,12300,2840,54734
201702,경부선,노량진,17985,11659,2777,50406
201702,경부선,용산,18496,6748,2252,45992
201702,경부선,남영,11830,7485,1617,32762
201702,경부선,서울역,0,0,0,0
201702,9호선2단계,종합운동장,9936,6996,2077,28945
201702,9호선2단계,봉은사,6466,4149,1217,18298
201702,9호선2단계,삼성중앙,4506,2985,952,12949
201702,9호선2단계,선정릉,5724,4126,1786,17360
201702,9호선2단계,언주,5840,4077,1525,17282
201702,9호선,신논현,24464,15122,4244,68294
201702,9호선,사평,4119,2675,903,11816
201702,9호선,고속터미널,20289,11266,2638,54482
201702,9호선,신반포,4787,2476,794,12844
201702,9호선,구반포,3800,2126,656,10382
201702,9호선,동작(현충원),2096,1324,1024,6540
201702,9호선,흑석(중앙대입구),13969,9256,2764,39958
201702,9호선,노들,8916,5263,1561,24656
201702,9호선,노량진,42840,26912,7130,119722
201702,9호선,샛강,3956,2310,1089,11311
201702,9호선,여의도,7751,5286,1907,22695
201702,9호선,국회의사당,3606,2280,900,10392
201702,9호선,당산,34303,21916,7559,98081
201702,9호선,선유도,8138,4901,1723,22900
201702,9호선,신목동,7111,5553,2007,21782
201702,9호선,염창,38281,25456,7607,109625
201702,9호선,등촌,17222,11748,3847,50039
201702,9호선,증미,10117,6533,2175,28942
201702,9호선,가양,38869,26823,9245,113806
201702,9호선,양천향교,15048,10518,3886,44500
201702,9호선,마곡나루,7250,5306,1956,21762
201702,9호선,신방화,16039,13327,4231,49636
201702,9호선,공항시장,6829,5321,1971,20950
201702,9호선,김포공항,6127,4171,2255,18680
201702,9호선,개화,7034,5111,1484,20663
201702,8호선,복정,13356,6622,1344,34678
201702,8호선,장지,21649,13580,4400,61278
201702,8호선,문정,9209,5364,1903,25685
201702,8호선,가락시장,9179,5608,2303,26269
201702,8호선,송파,5919,4098,937,16873
201702,8호선,석촌,11814,9157,2427,35212
201702,8호선,잠실(송파구청),7299,4248,1798,20644
201702,8호선,몽촌토성(평화의문),7485,4044,1478,20492
201702,8호선,강동구청,17178,9546,3205,47107
201702,8호선,천호(풍납토성),30417,19217,6545,86596
201702,8호선,암사,30372,21051,5235,87030
201702,7호선,온수(성공회대입구),18635,13510,6600,57380
201702,7호선,천왕,14356,9784,3552,42048
201702,7호선,가산디지털단지,10769,7776,2586,31900
201702,7호선,남구로,20981,11302,2924,56188
201702,7호선,대림(구로구청),16703,7637,1828,42871
201702,7호선,신풍,18139,9682,3176,49136
201702,7호선,보라매,11886,7561,2720,34053
201702,7호선,신대방삼거리,26867,17696,5720,77150
201702,7호선,장승배기,18956,11251,4345,53508
201702,7호선,상도,17416,11956,3761,50549
201702,7호선,숭실대입구(살피재),23982,16474,5072,69510
201702,7호선,남성,19521,12440,4224,55706
201702,7호선,이수,20383,12181,4263,57210
201702,7호선,내방,12435,7563,3752,36185
201702,7호선,고속터미널,7512,4610,1281,20915
201702,7호선,반포,4803,3118,935,13659
201702,7호선,논현,11031,7033,2750,31845
201702,7호선,학동,7048,5704,1955,21755
201702,7호선,강남구청,6369,4896,2116,19750
201702,7호선,청담,10144,6881,4241,31410
201702,7호선,뚝섬유원지,13672,8057,2295,37696
201702,7호선,건대입구,15472,9200,4859,45003
201702,7호선,어린이대공원(세종대),13994,9545,3477,41010
201702,7호선,군자(능동),15494,9911,3296,44195
201702,7호선,중곡,17658,12097,3680,51093
201702,7호선,용마산,13271,8650,3234,38426
201702,7호선,사가정,28967,16876,6416,81226
201702,7호선,면목,30020,18954,6810,85804
201702,7호선,상봉(시외버스터미널),27831,19421,8169,83252
201702,7호선,중화,20489,13827,4658,59463
201702,7호선,먹골,19419,13306,4073,56217
201702,7호선,태릉입구,13099,8764,3994,38956
201702,7호선,공릉(서울과학기술대),20640,14529,5636,61445
201702,7호선,하계,33689,24497,8502,100377
201702,7호선,중계,25614,19239,6069,76536
201702,7호선,노원,22236,16849,6844,68165
201702,7호선,마들,23493,16830,6926,70742
201702,7호선,수락산,26704,19221,7608,80237
201702,7호선,도봉산,22551,16648,7447,69197
201702,6호선,봉화산(서울의료원),18421,12716,4042,53600
201702,6호선,화랑대(서울여대입구),21619,15684,5062,63984
201702,6호선,태릉입구,10780,9096,4374,35030
201702,6호선,석계,26962,19441,6070,79435
201702,6호선,돌곶이,15252,10430,3817,44751
201702,6호선,상월곡(한국과학기술연구원),10248,7643,2308,30447
201702,6호선,월곡(동덕여대),19166,14183,4069,56584
201702,6호선,고려대(종암),13179,11058,3048,40464
201702,6호선,안암(고대병원앞),13260,10392,4501,41413
201702,6호선,보문,14187,9377,3228,40979
201702,6호선,창신,5603,3575,1246,16027
201702,6호선,동묘앞,8469,9676,2402,29016
201702,6호선,신당,7063,12179,2221,28526
201702,6호선,청구,3993,2767,904,11657
201702,6호선,약수,3046,2264,774,9130
201702,6호선,버티고개,3535,2421,758,10249
201702,6호선,한강진,3181,2116,1922,10400
201702,6호선,이태원,22929,20089,6395,72342
201702,6호선,녹사평(용산구청),5768,4421,1299,17256
201702,6호선,삼각지,6923,5068,1415,20329
201702,6호선,효창공원앞,7958,5552,2217,23685
201702,6호선,공덕,17240,11804,5307,51591
201702,6호선,대흥(서강대앞),9395,6903,1999,27692
201702,6호선,광흥창(서강),10458,7254,2094,30264
201702,6호선,상수,12054,8633,2720,35461
201702,6호선,합정,14623,10008,3533,42787
201702,6호선,망원,17697,11832,3511,50737
201702,6호선,마포구청,18892,12008,3634,53426
201702,6호선,월드컵경기장(성산),4984,3229,830,14027
201702,6호선,디지털미디어시티,21086,15034,5338,62544
201702,6호선,증산(명지대앞),20955,14279,4416,60605
201702,6호선,새절(신사),27274,18000,5241,77789
201702,6호선,구산,9513,6967,2641,28634
201702,6호선,연신내,0,0,0,0
201702,6호선,독바위,6773,4528,1761,19835
201702,6호선,불광,7874,5470,1935,23153
201702,6호선,역촌,7946,6693,2120,24705
201702,6호선,응암,38098,26253,8675,111124
201702,5호선,마천,9767,6152,2881,28567
201702,5호선,거여,11563,7021,3051,33198
201702,5호선,개롱,12193,7337,3049,34772
201702,5호선,오금,4429,3556,1377,13791
201702,5호선,방이,7807,6179,2226,24019
201702,5호선,올림픽공원(한국체대),5036,4410,1069,15551
201702,5호선,둔촌동,21811,14872,3279,61773
201702,5호선,상일동,18772,14136,3245,54925
201702,5호선,고덕,13507,8534,2803,38351
201702,5호선,명일,15227,9214,3153,42821
201702,5호선,굽은다리(강동구민회관앞),17523,11542,3861,50449
201702,5호선,길동,11315,8142,3007,33779
201702,5호선,강동,28342,19858,8406,84948
201702,5호선,천호(풍납토성),25008,16641,5692,72349
201702,중앙선,망우,10883,7872,2089,31727
201702,중앙선,상봉(시외버스터미널),10041,5921,1958,27961
201702,중앙선,중랑,10019,6014,1426,27478
201702,중앙선,회기,43408,31932,8595,127343
201702,5호선,까치산,64031,42470,12478,183010
201702,5호선,화곡,57196,37222,10450,162064
201702,5호선,우장산,31327,20453,5849,88956
201702,5호선,발산,13131,7851,2818,36931
201702,5호선,마곡,8711,5523,2282,25227
201702,5호선,김포공항,1992,973,447,5404
201702,5호선,개화산,9744,6082,2551,28121
201702,5호선,방화,14653,9630,3931,42867
201702,4호선,남태령,1010,617,290,2927
201702,4호선,사당,36479,24457,8888,106303
201702,4호선,총신대입구(이수),32899,21060,5550,92408
201702,4호선,동작(현충원),2839,1828,797,8303
201702,4호선,이촌(국립중앙박물관),9009,5802,1954,25774
201702,4호선,신용산,7831,4427,1197,21286
201702,4호선,삼각지,5522,3967,1405,16416
201702,4호선,숙대입구(갈월),17573,11826,3246,50218
201702,4호선,서울역,21396,13266,5343,61401
201702,4호선,회현(남대문시장),8986,5839,1818,25629
201702,4호선,명동,17949,10856,3757,50511
201702,4호선,충무로,15559,11037,3559,45714
201702,4호선,동대문역사문화공원,16286,12071,3674,48317
201702,4호선,동대문,9340,9168,2646,30494
201702,4호선,혜화,21374,14094,5695,62537
201702,4호선,한성대입구(삼선교),22326,14957,9728,69337
201702,4호선,성신여대입구(돈암),37066,26581,6750,107463
201702,4호선,길음,49000,32988,8002,138990
201702,4호선,미아사거리,56788,35692,8117,157385
201702,4호선,미아(서울사이버대학),28620,19557,5126,81923
201702,4호선,수유(강북구청),85641,55162,16041,242485
201702,4호선,쌍문,65254,44997,15701,191206
201702,4호선,창동,57678,42935,14804,173095
201702,4호선,노원,42509,32791,11132,128941
201702,4호선,상계,40502,31079,10216,122299
201702,4호선,당고개,25228,19528,6695,76679
201702,3호선,오금,12420,8228,2566,35634
201702,3호선,경찰병원,10749,7471,1945,30914
201702,3호선,가락시장,13813,8658,2630,38914
201702,3호선,수서,23886,11915,5597,65284
201702,3호선,일원,11166,6427,1894,30653
201702,3호선,대청,16496,10451,3398,46841
201702,3호선,학여울,2584,1571,514,7253
201702,3호선,대치,15515,9325,3220,43575
201702,3호선,도곡,7697,4970,2519,22883
201702,3호선,매봉,9167,5493,1655,25482
201702,3호선,양재(서초구청),31099,18269,5479,85946
201702,3호선,남부터미널(예술의전당),23020,12352,3169,61561
