사용월,호선명,지하철역,22시-23시 하차인원,23시-24시 하차인원,00시-01시 하차인원,총하차승객수
201607,중앙선,망우,12522,9590,2200,36834
201607,4호선,미아,32712,21614,5346,92384
201607,4호선,미아사거리,62261,39910,8605,173037
201607,4호선,길음,55829,36527,9059,157244
201607,4호선,성신여대입구,41993,29375,7524,120885
201607,4호선,한성대입구,24830,16593,9866,76119
201607,4호선,혜화,25935,17724,6375,75969
201607,4호선,동대문,11513,10847,2949,36822
201607,4호선,동대문역사문화공원,19665,13909,4322,57561
201607,4호선,충무로,17723,12898,3843,52187
201607,4호선,명동,21675,13399,3978,60727
201607,4호선,회현,10315,6976,2010,29616
201607,4호선,서울역,27155,15975,5758,76043
201607,4호선,숙대입구,20146,13272,3296,56860
201607,4호선,삼각지,6077,4526,1366,18046
201607,4호선,신용산,8450,5184,1362,23446
201607,4호선,이촌,10415,6237,2121,29188
201607,4호선,동작,3418,2162,961,9959
201607,4호선,총신대입구,38968,23090,6349,107375
201607,4호선,사당,40757,27515,10125,119154
201607,4호선,남태령,1159,760,291,3369
201607,5호선,방화,16068,11493,4096,47725
201607,5호선,개화산,10644,6666,2593,30547
201607,5호선,김포공항,2195,1149,500,6039
201607,5호선,마곡,7179,4623,1751,20732
201607,5호선,발산,13904,8180,2858,38846
201607,5호선,우장산,34196,21887,6596,96875
201607,5호선,화곡,64093,40180,12632,180998
201607,5호선,까치산,69883,44787,13480,198033
201607,5호선,신정,26211,19179,5316,76917
201607,5호선,목동,38772,24890,7543,109977
201607,5호선,오목교,30827,19674,5824,87152
201607,5호선,영등포구청,3626,2204,497,9953
201607,5호선,영등포시장,6982,4841,1089,19894
201607,5호선,신길,6423,4261,946,18053
201607,5호선,여의도,9053,5850,3886,27842
201607,5호선,여의나루,7940,3759,1156,20795
201607,5호선,마포,15592,10426,2832,44442
201607,5호선,공덕,13520,8699,2319,38058
201607,5호선,애오개,9963,6443,3424,29793
201607,5호선,충정로,4828,3224,809,13689
201607,5호선,서대문,10272,6057,1838,28439
201607,5호선,광화문,9858,6210,1934,27860
201607,5호선,종로3가,7051,4979,1511,20592
201607,5호선,을지로4가,1184,974,285,3627
201607,5호선,동대문역사문화공원,2234,1646,509,6623
201607,5호선,청구,6093,4142,1186,17514
201607,5호선,신금호,10873,6677,2393,30816
201607,5호선,행당,15685,9581,2918,43869
201607,5호선,왕십리(성동구청),6465,4165,2659,19754
201607,5호선,마장,8782,5644,1799,25007
201607,5호선,답십리,27506,17862,4962,77836
201607,5호선,장한평,25623,17593,5562,74401
201607,5호선,군자,22088,14947,7097,66220
201607,5호선,아차산,24359,16087,4814,69619
201607,5호선,광나루,21208,13110,3325,58851
201607,5호선,천호,28892,18626,6524,82934
201607,5호선,강동,30727,21119,8940,91513
201607,5호선,길동,12280,8731,3176,36467
201607,5호선,굽은다리,19803,12795,4533,56934
201607,5호선,명일,16859,10121,3429,47268
201607,5호선,고덕,13598,8318,2645,38159
201607,5호선,상일동,20376,14084,3429,58265
201607,5호선,둔촌동,23969,16513,3600,68051
201607,5호선,올림픽공원,6010,5277,1470,18767
201607,5호선,방이,8264,6935,2120,25583
201607,5호선,오금,4819,3818,1541,14997
201607,5호선,개롱,12927,8282,3306,37442
201607,5호선,거여,12914,7932,3343,37103
201607,5호선,마천,10919,6827,3280,31945
201607,6호선,응암,41126,27996,9403,119651
201607,6호선,역촌,8710,7116,2206,26742
201607,6호선,불광,8478,6297,1969,25222
201607,6호선,독바위,6835,4948,2014,20632
201607,6호선,연신내,0,0,0,0
201607,6호선,구산,10448,7986,2683,31565
201607,6호선,새절,28802,19223,5673,82500
201607,6호선,증산,23189,15249,4460,66087
201607,6호선,디지털미디어시티,23411,16377,5729,68928
201607,6호선,월드컵경기장,5967,3441,997,16372
201607,6호선,마포구청,20238,12529,3770,56775
201607,6호선,망원,18990,12260,3522,53762
201607,6호선,합정,15017,10794,3325,44153
201607,6호선,상수,12900,10119,2769,38688
201607,6호선,광흥창,11176,7986,2081,32419
201607,6호선,대흥,10264,7734,1953,30215
201607,6호선,공덕,19236,13196,5524,57192
201607,6호선,효창공원앞,8593,6385,2317,25888
201607,6호선,삼각지,7441,5397,1428,21707
201607,6호선,녹사평(용산구청),6946,5026,1426,20344
201607,6호선,이태원,24940,21368,6387,77635
201607,6호선,한강진,3164,2356,2289,10973
201607,6호선,버티고개,4129,2876,889,12023
201607,6호선,약수,3501,2322,730,10054
201607,6호선,청구,4507,3140,1082,13236
201607,6호선,신당,6717,12252,2055,27741
201607,6호선,동묘앞,9250,10069,2503,31072
201607,6호선,창신,5752,3782,1103,16389
201607,6호선,보문,15750,10478,3640,45618
201607,6호선,안암,18221,14817,6099,57358
201607,6호선,고려대,15555,12684,3332,47126
201607,6호선,월곡,21499,15373,3970,62341
201607,6호선,상월곡,11920,8438,2323,34601
201607,6호선,돌곶이,17649,11485,4217,51000
201607,6호선,석계,29096,21538,6668,86398
201607,6호선,태릉입구,11773,9982,4496,38024
201607,6호선,화랑대,23263,16784,5621,68931
201607,6호선,봉화산(서울의료원),20219,14037,4564,59039
201607,7호선,도봉산,23026,17881,8243,72176
201607,7호선,수락산,28659,20277,8413,86008
201607,7호선,마들,23958,19807,6959,74682
201607,7호선,노원,25025,19984,7174,77208
201607,7호선,중계,30393,21185,7137,89108
201607,7호선,하계,36473,27125,9124,109195
201607,7호선,공릉,22941,17435,6355,69672
201607,7호선,태릉입구,14944,10102,4367,44357
201607,7호선,먹골,20895,14908,4204,60902
201607,7호선,중화,22690,15509,5133,66022
201607,7호선,상봉,28843,21393,8022,87101
201607,7호선,면목,31920,21815,6803,92458
201607,7호선,사가정,31303,19548,6673,88827
201607,7호선,용마산,15314,10010,3489,44127
201607,7호선,중곡,19512,13341,3906,56271
201607,7호선,군자,20303,13222,4347,58175
201607,7호선,어린이대공원,16912,11132,4013,48969
201607,7호선,건대입구,17756,10447,5828,51787
201607,7호선,뚝섬유원지,18026,10093,2706,48851
201607,7호선,청담,12729,8664,5017,39139
201607,7호선,강남구청,7466,5216,2459,22607
201607,7호선,학동,8560,7172,2384,26676
201607,7호선,논현,11919,8606,3164,35608
201607,7호선,반포,5412,3261,891,14976
201607,7호선,고속터미널,9084,5580,1448,25196
201607,7호선,내방,13092,8598,4350,39132
201607,7호선,이수,22884,14586,4569,64923
201607,7호선,남성,21354,13545,4648,60901
201607,7호선,숭실대입구,27212,19809,5596,79829
201607,7호선,상도,18995,14517,4105,56612
201607,7호선,장승배기,19136,12096,4474,54842
201607,7호선,신대방삼거리,29753,18453,6163,84122
201607,7호선,보라매,13062,8709,2996,37829
201607,7호선,신풍,22573,13149,3919,62214
201607,7호선,대림,18920,9007,1980,48827
201607,7호선,남구로,24485,12149,3219,64338
201607,7호선,가산디지털단지,12595,8598,2946,36734
201607,7호선,천왕,15362,11816,3429,45969
201607,7호선,온수,19782,14774,8130,62468
201607,8호선,암사,33534,22156,5794,95018
201607,8호선,천호,33120,21227,7108,94575
201607,8호선,강동구청,18630,9472,3412,50144
201607,8호선,몽촌토성,7772,3987,1481,21012
201607,8호선,잠실,7315,4203,1891,20724
201607,8호선,석촌,12918,9059,2502,37397
201607,8호선,송파,6575,4571,901,18622
201607,8호선,가락시장,9016,5594,2553,26179
201607,8호선,문정,8362,4801,1497,23022
201607,8호선,장지,18818,11509,3394,52539
201607,8호선,복정,11201,5890,1816,30108
201607,9호선,개화,8320,5724,2012,24376
201607,9호선,김포공항,6682,4158,2483,20005
201607,9호선,공항시장,7557,5723,1804,22641
201607,9호선,신방화,18855,13160,4600,55470
201607,9호선,마곡나루,4888,4161,1350,15287
201607,9호선,양천향교,14890,11403,3711,44894
201607,9호선,가양,43690,29879,9497,126756
201607,9호선,증미,9449,7303,2321,28522
201607,9호선,등촌,18295,12638,4264,53492
201607,9호선,염창,39013,29515,7376,114917
201607,9호선,신목동,8779,6020,2113,25691
201607,9호선,선유도,7714,5512,1765,22705
201607,9호선,당산,35571,23460,8520,103122
201607,9호선,국회의사당,4301,2998,879,12479
201607,9호선,여의도,9379,6536,2065,27359
201607,9호선,샛강,4406,2971,1396,13179
201607,9호선,노량진,45957,30639,8202,130755
201607,9호선,노들,9709,6226,1554,27198
201607,9호선,흑석(중앙대입구),18179,11210,3658,51226
201607,9호선,동작,2247,1583,1436,7513
201607,9호선,구반포,4378,2386,719,11861
201607,9호선,신반포,4594,2527,786,12501
201607,9호선,고속터미널,24025,12666,3052,63768
201607,9호선,사평,5005,2898,815,13723
201607,9호선,신논현,29032,17933,5894,81891
201607,9호선2단계,언주,6309,4337,1292,18247
201607,9호선2단계,선정릉,6549,4885,1861,19844
201607,9호선2단계,삼성중앙,4922,3259,985,14088
201607,9호선2단계,봉은사,6810,4491,1288,19399
201607,9호선2단계,종합운동장,10296,6756,2097,29445
201607,경부선,서울역,0,0,0,0
201607,경부선,남영,13619,8438,1737,37413
201607,경부선,용산,19121,8440,3000,49682
201607,경부선,노량진,20432,13841,3509,58214
201607,경부선,대방,22809,14414,3230,63262
201607,경부선,영등포,46296,23947,6539,123078
201607,경부선,신도림,5920,3786,1972,17598
201607,경부선,신길,16815,10077,3038,46745
201607,경부선,구로,28178,20460,19940,96756
201607,경부선,가산디지털단지,14725,8874,1340,39664
201607,경부선,금천구청,18602,12294,1008,50506
201607,경부선,독산,24362,15787,1056,65567
201607,경원선,이촌,6025,3865,1007,16922
201607,경원선,서빙고,2279,1725,442,6725
201607,경원선,한남,4188,2885,638,11899
201607,경원선,옥수,5,3,1,14
201607,경원선,응봉,3303,1974,452,9032
201607,경원선,왕십리,31639,17754,6706,87738
201607,경원선,외대앞,23728,18861,4482,70799
201607,경원선,신이문,20716,13562,3025,58019
201607,경원선,석계,26881,16077,3934,73773
201607,경원선,광운대,17146,13184,7641,55117
201607,경원선,월계,7405,5240,1520,21570
201607,경원선,녹천,8652,6439,1843,25586
201607,경원선,창동,0,0,0,0
201607,경원선,방학,14682,10630,2769,42763
201607,경원선,도봉,9873,7019,2079,28844
201607,경원선,도봉산,6744,5368,2052,20908
201607,경의선,서울역,109,717,87,1022
201607,경의선,신촌,302,563,164,1331
201607,경의선,효창공원앞,2779,1772,401,7731
201607,경의선,공덕,2755,1754,488,7752
201607,1호선,서울역,47085,23757,9037,126964
201607,1호선,시청,6396,3883,1224,17899
201607,1호선,종각,10384,6262,1727,28757
201607,1호선,종로3가,10207,6964,2983,30361
201607,1호선,종로5가,6572,4318,1263,18725
201607,1호선,동대문,19993,16500,5210,61696
201607,1호선,신설동,17217,12001,2930,49365
201607,1호선,제기동,12304,8302,1884,34794
201607,1호선,동묘앞,7157,5041,3543,22898
201607,2호선,시청,7428,4927,1749,21532
201607,2호선,을지로입구,19030,11747,4626,54433
201607,2호선,을지로3가,7198,5245,1420,21061
201607,2호선,을지로4가,5417,3816,919,15569
201607,2호선,동대문역사문화공원,24220,16960,5567,70967
201607,2호선,신당,21833,14225,4610,62501
201607,2호선,상왕십리,18774,11728,3960,53236
201607,2호선,왕십리(성동구청),29901,20102,8037,87941
201607,2호선,한양대,6832,4943,1697,20304
201607,경의선,홍대입구,2412,1835,460,7119
201607,경의선,가좌,6200,4630,926,17956
201607,경의선,디지털미디어시티,4341,2702,670,12054
201607,경의선,수색,2281,1294,275,6131
201607,경인선,개봉,49244,33474,4185,136147
201607,경인선,오류동,22162,15216,3406,62946
201607,2호선,뚝섬,19698,13248,4465,57109
201607,2호선,성수,19517,13899,8863,61796
201607,2호선,건대입구,83052,52838,17755,236697
201607,2호선,구의,50036,30714,9794,140580
201607,2호선,강변,86020,47155,11133,230328
201607,2호선,잠실나루,29693,18831,5875,84092
201607,2호선,잠실,113525,67869,16922,311841
201607,2호선,종합운동장,22895,13904,3884,63578
201607,2호선,삼성,23239,12695,6840,66013
201607,2호선,선릉,26089,16159,7133,75470
201607,2호선,역삼,20487,14097,4487,59558
201607,2호선,강남,68390,43278,12281,192339
201607,2호선,교대,34001,19412,5184,92598
201607,2호선,서초,14002,8310,2013,38327
201607,2호선,방배,28167,16512,5138,77984
201607,2호선,사당,90957,57860,17883,257657
201607,2호선,낙성대,74032,49888,15420,213372
201607,2호선,서울대입구,115430,78149,28154,337163
201607,2호선,봉천,48566,29899,8545,135576
201607,2호선,신림,181240,123741,37850,524071
201607,2호선,신대방,77883,44456,12628,212850
201607,2호선,구로디지털단지,122807,75035,20351,341000
201607,2호선,대림,81555,41783,11105,215998
201607,2호선,신도림,106923,80738,35845,330429
201607,2호선,문래,22484,15398,5121,65487
201607,경인선,구일,12645,8489,1151,34930
201607,경인선,온수,13141,8975,1907,37164
201607,경춘선,신내,768,408,103,2047
201607,2호선,영등포구청,25693,18348,6371,76105
201607,2호선,당산,41761,28111,8172,119805
201607,2호선,합정,40656,27502,9098,117912
201607,2호선,홍대입구,96476,72263,25728,290943
201607,2호선,신촌,52345,38634,13007,156331
201607,2호선,이대,21614,16189,5481,64898
201607,2호선,아현,16740,11625,3619,48724
201607,2호선,충정로,15412,10649,3488,44961
201607,2호선,용답,6213,4140,1092,17658
201607,2호선,신답,3206,2360,526,9298
201607,2호선,신설동,2836,2100,639,8411
201607,2호선,도림천,1333,984,298,3948
201607,2호선,양천구청,16498,13362,4410,50768
201607,2호선,신정네거리,23923,16685,4749,69280
201607,2호선,용두,2919,2249,560,8647
201607,3호선,구파발,31128,23666,7421,93343
201607,3호선,연신내,85036,59799,19147,249018
201607,3호선,불광,34052,22612,6665,97381
201607,3호선,녹번,26325,16995,4121,73766
201607,3호선,홍제,36811,23507,6253,103382
201607,3호선,무악재,9749,6625,1807,27930
201607,3호선,독립문,9440,6749,3206,28835
201607,3호선,경복궁,14058,8689,2568,39373
201607,3호선,안국,7528,4676,1425,21157
201607,3호선,종로3가,4393,2916,1005,12707
201607,3호선,을지로3가,2656,2089,688,8089
201607,3호선,충무로,0,0,0,0
201607,공항철도 1호선,서울역,11234,5473,3576,31517
201607,공항철도 1호선,공덕,3119,2631,1330,10199
201607,공항철도 1호선,홍대입구,11316,9111,2871,34614
201607,공항철도 1호선,디지털미디어시티,7369,5392,2280,22410
201607,공항철도 1호선,김포공항,3466,2262,1262,10456
201607,분당선,선릉,6722,4290,1029,18763
201607,분당선,한티,15410,9602,1071,41493
201607,분당선,도곡,8525,5463,865,23378
201607,분당선,구룡,2908,2817,286,8919
201607,분당선,개포동,7480,4582,759,20301
201607,분당선,대모산입구,7277,4355,911,19820
201607,분당선,수서,14119,9349,1662,39249
201607,분당선,복정,0,0,0,0
201607,분당선,서울숲,10179,5575,1271,27204
201607,분당선,압구정로데오,6501,4041,723,17766
201607,분당선,강남구청,7564,4746,1084,20958
201607,분당선,선정릉,5029,3180,768,14006
201606,5호선,을지로4가,1223,908,249,3603
201606,5호선,종로3가,6806,5029,1553,20194
201606,5호선,광화문,10433,6254,1991,29111
201606,5호선,서대문,10383,6623,1835,29224
201606,5호선,충정로,4857,3486,950,14150
201606,5호선,애오개,10124,6477,3540,30265
201606,5호선,공덕,13909,8919,2360,39097
201606,5호선,마포,15884,10575,2853,45196
201606,5호선,여의나루,8165,4088,1299,21717
201606,5호선,여의도,9081,6017,3520,27699
201606,5호선,신길,6155,4254,1010,17574
201606,5호선,영등포시장,7062,4911,1185,20220
201606,5호선,영등포구청,3753,2305,603,10414
201606,5호선,오목교,32167,20551,6191,91076
201606,5호선,목동,38996,25336,8085,111413
201606,5호선,신정,29016,20998,6034,85064
201606,분당선,구룡,3080,2707,351,9218
201606,분당선,도곡,8472,5749,853,23546
201606,분당선,한티,14665,10002,1079,40411
201606,분당선,선릉,6472,4443,781,18168
201606,공항철도 1호선,김포공항,3924,1933,1192,10973
201606,공항철도 1호선,디지털미디어시티,7503,5545,2012,22563
201606,공항철도 1호선,홍대입구,10691,9035,2607,33024
201606,공항철도 1호선,공덕,2939,2485,1287,9650
201606,공항철도 1호선,서울역,10208,5199,3096,28711
201606,2호선,합정,40904,27902,9091,118801
201606,2호선,홍대입구,93364,71821,25802,284351
201606,2호선,신촌,50466,37584,12648,151164
201606,2호선,이대,21564,16887,5349,65364
201606,경원선,응봉,3536,2038,448,9558
201606,경원선,왕십리,30029,16537,6592,83187
201606,경원선,외대앞,22623,18215,4468,67929
201606,경원선,신이문,21274,14000,2994,59542
201606,경원선,석계,27506,17044,3897,75953
201606,경원선,광운대,17527,13651,7674,56379
201606,경원선,월계,8074,5496,1543,23187
201606,경원선,녹천,9100,6764,1889,26853
201606,경원선,창동,0,0,0,0
201606,경원선,방학,15799,11379,2662,45639
201606,경원선,도봉,10587,6884,2088,30146
201606,경원선,도봉산,6428,5166,2052,20074
201606,5호선,까치산,71939,46486,13988,204352
201606,5호선,화곡,65516,42045,12482,185559
201606,5호선,우장산,34540,22920,6828,98828
201606,5호선,발산,13631,8235,3138,38635
201606,5호선,마곡,7512,4718,1835,21577
201606,5호선,김포공항,2086,1096,434,5702
201606,5호선,개화산,11008,6876,2571,31463
201606,5호선,방화,16082,11893,4310,48367
201606,4호선,남태령,1110,758,348,3326
201606,4호선,사당,42451,29999,11005,125906
201606,4호선,총신대입구,39568,24052,6701,109889
201606,4호선,동작,3721,2449,1011,10902
201606,4호선,이촌,10248,6421,2275,29192
201606,4호선,신용산,8328,5124,1418,23198
201606,4호선,삼각지,6243,4857,1591,18934
201606,4호선,숙대입구,19605,13385,3337,55932
201606,4호선,서울역,26726,17046,5301,75799
201606,4호선,회현,9917,6855,1779,28468
201606,4호선,명동,21513,13983,4238,61247
201606,4호선,충무로,17963,12627,4093,52646
201606,4호선,동대문역사문화공원,20206,14909,4553,59874
201606,4호선,동대문,12083,11694,3092,38952
201606,4호선,혜화,25059,17299,6593,74010
201606,4호선,한성대입구,24342,17071,11321,77076
201606,경춘선,신내,757,432,115,2061
201606,경인선,온수,13310,9075,2297,37992
201606,경인선,구일,12939,8905,1257,36040
201606,경의선,서울역,0,0,0,0
201606,경의선,신촌,221,830,190,1462
201606,경의선,효창공원앞,2583,1631,447,7244
201606,2호선,아현,16881,11960,3524,49246
201606,2호선,충정로,15504,10879,3453,45340
201606,2호선,용답,5816,3828,1144,16604
201606,2호선,신답,3050,2319,560,8979
201606,2호선,신설동,2552,2114,620,7838
201606,2호선,도림천,1268,1019,320,3875
201606,2호선,양천구청,16742,13962,4831,52277
201606,2호선,신정네거리,23883,16722,4985,69473
201606,2호선,용두,2838,2047,622,8345
201606,3호선,구파발,32498,23780,7702,96478
201606,3호선,연신내,86794,59580,20013,253181
201606,3호선,불광,34636,23012,6889,99173
201606,3호선,녹번,27479,17675,4711,77344
201606,3호선,홍제,38130,24168,6702,107130
201606,3호선,무악재,9870,6790,1869,28399
201606,3호선,독립문,9490,6970,3222,29172
201606,3호선,경복궁,13593,8926,2716,38828
201606,3호선,안국,7347,4509,1464,20667
201606,3호선,종로3가,4207,3074,948,12436
201606,3호선,을지로3가,2614,2205,662,8095
201606,3호선,충무로,0,0,0,0
201606,3호선,동대입구,6406,4226,1521,18559
201606,3호선,약수,22323,15045,5691,65382
201606,4호선,성신여대입구,41547,29652,8006,120752
201606,4호선,길음,56737,37737,9380,160591
201606,4호선,미아사거리,63133,40328,9103,175697
201606,4호선,미아,34246,22025,5360,95877
201606,4호선,수유(강북구청),96192,65801,15492,273677
201606,4호선,쌍문,72975,53457,15761,215168
201606,4호선,창동,65143,48438,16666,195390
201606,4호선,노원,48399,37358,12986,147142
201606,4호선,상계,45822,35421,11767,138832
201606,4호선,당고개,29447,21798,7680,88372
201606,3호선,오금,13949,9087,2993,39978
201606,3호선,경찰병원,11866,8380,2232,34344
201606,3호선,가락시장,14564,9168,2766,41062
201606,3호선,수서,22934,12918,5865,64651
201606,3호선,일원,12973,7313,2461,35720
201606,3호선,대청,19105,12529,4094,54833
201606,3호선,학여울,2851,1883,622,8207
201606,3호선,대치,18116,10664,3765,50661
201606,3호선,도곡,9793,5685,3070,28341
201606,3호선,매봉,10436,6483,1960,29315
201606,3호선,양재,35127,21378,6005,97637
201606,3호선,남부터미널,24126,13516,3652,65420
201606,3호선,교대,5654,3633,1304,16245
201606,3호선,고속터미널,39371,21322,4398,104462
201606,3호선,잠원,10967,6079,1821,29834
201606,3호선,신사,17686,12954,4567,52893
201606,3호선,압구정,17662,10103,3780,49207
201606,경인선,오류동,22690,15383,3920,64683
201606,경인선,개봉,49308,34744,4749,138109
201606,경의선,수색,2226,1415,303,6170
201606,경의선,디지털미디어시티,4151,2680,611,11593
201606,경의선,가좌,5695,4663,1004,17057
201606,경의선,홍대입구,2158,1941,449,6706
201606,경의선,서강대,1971,1433,357,5732
201606,경의선,공덕,2758,1843,565,7924
201606,3호선,금호,15081,9614,2676,42452
201606,3호선,옥수,22100,13263,3064,60527
201606,8호선,암사,33328,22988,5940,95584
201606,7호선,장승배기,19889,12309,4109,56196
201606,7호선,상도,18955,14300,4163,56373
201606,7호선,숭실대입구,28131,20394,5915,82571
201606,7호선,남성,21453,14121,4990,62017
201606,7호선,이수,23019,15391,5047,66476
201606,9호선,개화,8096,5793,2016,24001
201606,9호선,김포공항,6431,3906,2345,19113
201606,9호선,공항시장,7586,5621,1714,22507
201606,9호선,신방화,19464,13730,4826,57484
201606,9호선,마곡나루,4869,4288,1369,15395
201606,9호선,양천향교,14569,11486,3920,44544
201606,9호선,가양,44413,30544,9909,129279
201606,8호선,몽촌토성,7673,3805,1460,20611
201606,8호선,잠실,7706,4511,1764,21687
201606,8호선,석촌,12813,9308,2701,37635
201606,8호선,송파,6585,4777,1027,18974
201606,8호선,가락시장,8617,5426,2382,25042
201606,8호선,문정,8667,5028,1512,23874
201606,8호선,장지,18909,11577,3512,52907
201606,8호선,복정,10914,5715,1701,29244
201606,7호선,온수,20088,15514,8361,64051
201606,7호선,천왕,15939,11675,4036,47589
201606,7호선,가산디지털단지,12672,8798,3205,37347
201606,7호선,남구로,23769,12388,3421,63347
201606,7호선,대림,18653,8657,1880,47843
201606,7호선,신풍,22561,13622,4206,62950
201606,7호선,보라매,13575,8718,3360,39228
201606,7호선,신대방삼거리,30543,18741,6390,86217
201606,8호선,강동구청,18374,9957,3594,50299
201606,8호선,천호,33285,21862,7414,95846
201606,9호선,증미,9292,7199,2454,28237
201606,9호선,등촌,18054,12718,4392,53218
201606,9호선,염창,38410,30065,8071,114956
201606,9호선,신목동,8972,6160,2156,26260
201606,9호선,선유도,7773,5528,1830,22904
201606,9호선,당산,35583,23456,8816,103438
201606,9호선,국회의사당,4328,3021,905,12582
201606,9호선,여의도,9356,6296,2115,27123
201606,9호선,샛강,4223,2732,1264,12442
201606,9호선,노량진,44851,29375,8140,127217
201606,9호선,노들,9769,6107,1675,27320
201606,9호선,흑석(중앙대입구),17459,11318,4005,50241
201606,9호선,동작,2252,1602,1466,7572
201606,9호선,구반포,3878,2173,704,10633
201606,9호선,신반포,4157,2428,756,11498
201606,9호선,고속터미널,20799,11860,2932,56390
201606,9호선,사평,4592,3050,903,13137
201606,9호선,신논현,28025,18210,6504,80764
201606,9호선2단계,언주,5572,4466,1675,17285
201606,9호선2단계,선정릉,6110,4760,2204,19184
201606,9호선2단계,삼성중앙,4509,3173,962,13153
201606,9호선2단계,봉은사,6911,4540,1429,19791
201606,9호선2단계,종합운동장,9761,6976,2169,28667
201606,경부선,서울역,0,0,0,0
201606,경부선,남영,13913,8919,1968,38713
201606,7호선,내방,13576,8910,4480,40542
201606,7호선,고속터미널,8770,5293,1269,24102
201606,7호선,반포,5625,3538,1007,15795
201606,7호선,논현,12414,8736,3153,36717
201606,7호선,학동,8227,7229,2586,26269
201606,7호선,강남구청,7665,5506,2421,23257
201606,7호선,청담,13455,9032,5302,41244
201606,7호선,뚝섬유원지,18430,10592,3040,50492
201606,7호선,건대입구,17412,10708,6138,51670
201606,7호선,어린이대공원,17017,11559,4210,49803
201606,7호선,군자,20508,12986,4586,58588
201606,7호선,중곡,19529,13580,3998,56636
201606,7호선,용마산,15420,10443,3645,44928
201606,7호선,사가정,32481,19750,7430,92142
201606,7호선,면목,32455,21779,7247,93936
201606,7호선,상봉,29724,21855,8778,90081
201606,7호선,중화,22754,15824,5201,66533
201606,7호선,먹골,21230,15082,4334,61876
201606,7호선,태릉입구,15015,10038,4734,44802
201606,7호선,공릉,22473,17108,6576,68630
201606,7호선,하계,36755,27283,9639,110432
201606,7호선,중계,31072,20956,7604,90704
201606,7호선,노원,26297,20244,7475,80313
201606,7호선,마들,23737,19977,6781,74232
201606,7호선,수락산,29240,21238,8395,88113
201606,7호선,도봉산,24287,18615,8851,76040
201606,중앙선,망우,12922,9343,2457,37644
201606,중앙선,상봉,11727,7497,2691,33642
201606,중앙선,중랑,11773,6920,1678,32144
201606,중앙선,회기,50556,38628,10303,150043
201606,경부선,용산,18819,8774,2835,49247
201606,경부선,노량진,21785,15185,3557,62312
201606,경부선,대방,23519,15567,3400,66005
201606,경부선,영등포,46185,24408,6518,123296
201606,경부선,신도림,6240,3919,2019,18418
201606,경부선,신길,16919,10412,3299,47549
201606,경부선,구로,29327,21985,21593,102232
201606,경부선,가산디지털단지,15388,9460,1463,41699
201606,경부선,금천구청,19369,13387,1207,53332
201606,1호선,서울역,47428,24624,8829,128309
201606,1호선,시청,6584,4117,1375,18660
201606,1호선,종각,10179,6375,1659,28392
201606,1호선,종로3가,9814,6803,3035,29466
201606,1호선,종로5가,6511,4372,1349,18743
201606,1호선,동대문,20251,17301,5292,63095
201606,1호선,신설동,17189,12079,3082,49539
201606,1호선,제기동,12137,8350,1828,34452
201606,1호선,동묘앞,7231,5108,3703,23273
201606,2호선,시청,7334,5136,1841,21645
201606,2호선,을지로입구,19176,12041,4858,55251
201606,2호선,을지로3가,6729,5118,1577,20153
201606,2호선,을지로4가,4517,3866,1054,13954
201606,2호선,동대문역사문화공원,23815,18117,5969,71716
201606,2호선,신당,22564,14565,4790,64483
201606,6호선,봉화산(서울의료원),20969,14547,4773,61258
201606,6호선,화랑대,24087,17570,6078,71822
201606,6호선,태릉입구,12150,10194,4725,39219
201606,6호선,석계,29870,21470,6825,88035
201606,6호선,돌곶이,18247,11472,4197,52163
201606,6호선,상월곡,11924,8464,2548,34860
201606,6호선,월곡,21121,15790,4129,62161
201606,6호선,고려대,15075,12414,3265,45829
201606,6호선,안암,15747,12772,5785,50051
201606,6호선,보문,15868,10681,3795,46212
201606,6호선,창신,6131,3996,1259,17517
201606,6호선,동묘앞,9661,9678,2726,31726
201606,6호선,신당,6879,12335,2078,28171
201606,6호선,청구,4461,3319,1132,13373
201606,6호선,약수,3574,2654,837,10639
201606,6호선,버티고개,4430,3112,905,12877
201606,6호선,한강진,3659,2547,2281,12146
201606,6호선,이태원,23559,19825,6283,73226
201606,6호선,녹사평(용산구청),6982,5352,1576,20892
201606,6호선,삼각지,7374,5713,1761,22222
201606,6호선,효창공원앞,9118,6405,2466,27107
201606,6호선,공덕,19547,14079,5986,59159
201606,6호선,대흥,10036,7747,2049,29868
201606,6호선,광흥창,11409,8129,2280,33227
201606,6호선,상수,12518,9764,2618,37418
201606,6호선,합정,16321,11371,3456,47469
201606,6호선,망원,20087,12558,3429,56161
201606,6호선,마포구청,21139,13066,3834,59178
201606,2호선,상왕십리,18669,11339,3997,52674
201606,2호선,왕십리(성동구청),29631,20848,8515,88625
201606,2호선,한양대,6693,4802,1864,20052
201606,2호선,뚝섬,19725,13592,4518,57560
201606,2호선,성수,19490,14629,9305,62914
201606,2호선,건대입구,81709,52375,18970,234763
201606,2호선,구의,50082,30516,10492,141172
201606,2호선,강변,84808,47380,11980,228976
201606,2호선,잠실나루,29707,19770,6293,85477
201606,2호선,잠실,109883,69350,17227,306343
201606,경부선,독산,25091,16513,1157,67852
201606,6호선,월드컵경기장,6137,3750,1000,17024
201606,6호선,디지털미디어시티,24385,16914,5800,71484
201606,6호선,증산,23119,15620,4453,66311
