"사용일자","노선명","역ID","역명",승차총승객수,하차총승객수,"등록일자"
"20160301","2호선","0203","을지로3가",7633,6768,"20160309"
"20160301","2호선","0204","을지로4가",7795,7742,"20160309"
"20160301","2호선","0205","동대문역사문화공원",15229,17045,"20160309"
"20160301","2호선","0206","신당",11730,12568,"20160309"
"20160301","2호선","0207","상왕십리",7059,6845,"20160309"
"20160301","2호선","0208","왕십리(성동구청)",14872,13722,"20160309"
"20160301","2호선","0209","한양대",4519,5109,"20160309"
"20160301","2호선","0210","뚝섬",8320,8490,"20160309"
"20160301","2호선","0211","성수",11073,12129,"20160309"
"20160301","2호선","0212","건대입구",39319,41965,"20160309"
"20160301","2호선","0213","구의",14721,14426,"20160309"
"20160301","2호선","0214","강변",37973,38394,"20160309"
"20160301","2호선","0215","잠실나루",9207,9023,"20160309"
"20160301","2호선","0216","잠실",65608,60968,"20160309"
"20160301","2호선","0217","신천",17602,17474,"20160309"
"20160301","2호선","0218","종합운동장",9843,10963,"20160309"
"20160301","2호선","0219","삼성",29487,29903,"20160309"
"20160301","2호선","0220","선릉",19705,17037,"20160309"
"20160301","2호선","0221","역삼",15498,16643,"20160309"
"20160301","2호선","0222","강남",56689,55314,"20160309"
"20160301","2호선","0223","교대",16741,17794,"20160309"
"20160301","2호선","0224","서초",8989,9040,"20160309"
"20160301","2호선","0225","방배",9717,9811,"20160309"
"20160301","2호선","0226","사당",28677,31887,"20160309"
"20160301","2호선","0227","낙성대",21946,21854,"20160309"
"20160301","2호선","0228","서울대입구",36625,37198,"20160309"
"20160301","2호선","0229","봉천",15474,14809,"20160309"
"20160301","2호선","0230","신림",53712,52439,"20160309"
"20160301","2호선","0231","신대방",19033,18439,"20160309"
"20160301","2호선","0232","구로디지털단지",35643,35685,"20160309"
"20160301","2호선","0233","대림",21151,21994,"20160309"
"20160301","2호선","0234","신도림",45935,45777,"20160309"
"20160301","2호선","0235","문래",8787,9087,"20160309"
"20160301","2호선","0236","영등포구청",10166,10552,"20160309"
"20160301","2호선","0237","당산",11589,12984,"20160309"
"20160301","2호선","0238","합정",24289,23956,"20160309"
"20160301","2호선","0239","홍대입구",71407,70589,"20160309"
"20160301","2호선","0240","신촌",42024,40910,"20160309"
"20160301","2호선","0241","이대",15599,16841,"20160309"
"20160301","2호선","0242","아현",6922,6644,"20160309"
"20160301","3호선","0340","가락시장",5751,5184,"20160309"
"20160301","3호선","0341","경찰병원",3851,3860,"20160309"
"20160301","3호선","0342","오금",3685,3351,"20160309"
"20160301","4호선","0409","당고개",9946,9664,"20160309"
"20160301","4호선","0410","상계",14628,13448,"20160309"
"20160301","4호선","0411","노원",18518,19857,"20160309"
"20160301","4호선","0412","창동",20405,21756,"20160309"
"20160301","4호선","0413","쌍문",22890,20013,"20160309"
"20160301","4호선","0414","수유(강북구청)",32845,31555,"20160309"
"20160301","4호선","0415","미아",12578,11626,"20160309"
"20160301","4호선","0416","미아사거리",25298,24229,"20160309"
"20160301","4호선","0417","길음",17729,17375,"20160309"
"20160301","4호선","0418","성신여대입구",20228,19014,"20160309"
"20160301","4호선","0419","한성대입구",12244,11945,"20160309"
"20160301","4호선","0420","혜화",35577,37617,"20160309"
"20160301","4호선","0421","동대문",25940,25556,"20160309"
"20160301","4호선","0422","동대문역사문화공원",18487,16408,"20160309"
"20160301","4호선","0423","충무로",16765,16603,"20160309"
"20160301","4호선","0424","명동",35540,38649,"20160309"
"20160301","4호선","0425","회현",25223,26450,"20160309"
"20160301","4호선","0426","서울역",6131,14060,"20160309"
"20160301","4호선","0427","숙대입구",9314,9365,"20160309"
"20160301","4호선","0428","삼각지",2754,3753,"20160309"
"20160301","4호선","0429","신용산",8382,8831,"20160309"
"20160301","4호선","0430","이촌",6541,7456,"20160309"
"20160301","4호선","0431","동작",1529,1687,"20160309"
"20160301","4호선","0432","총신대입구",14853,16583,"20160309"
"20160301","4호선","0433","사당",21263,17399,"20160309"
"20160301","4호선","0434","남태령",687,711,"20160309"
"20160301","5호선","2511","방화",4932,4775,"20160309"
"20160301","5호선","2512","개화산",3699,3655,"20160309"
"20160301","5호선","2513","김포공항",7661,6713,"20160309"
"20160301","5호선","2514","송정",6570,6834,"20160309"
"20160301","5호선","2515","마곡",2222,1987,"20160309"
"20160301","5호선","2516","발산",7381,7408,"20160309"
"20160301","5호선","2517","우장산",9520,9770,"20160309"
"20160301","5호선","2518","화곡",18974,17812,"20160309"
"20160301","5호선","2519","까치산",19959,19479,"20160309"
"20160301","2호선","0243","충정로",5396,5596,"20160309"
"20160301","2호선","0244","용답",1784,1767,"20160309"
"20160301","2호선","0245","신답",743,837,"20160309"
